item_id,question_id,domain,subcategory,difficulty,answer_type,question_text,participant_answer,participant_confidence,notes
HB_EXP1_0001,arithmetic_v2_estimation_0026,arithmetic,estimation,,short_text,About how many minutes are in 2 hours and 45 minutes?,About 165 minutes,high,
HB_EXP1_0002,arithmetic_v2_mental_calculation_0001,arithmetic,mental_calculation,,exact_numeric,"A group of friends want to share some candy equally. If they have 48 pieces and there are 6 friends, how many pieces will each friend get?",8,medium,
HB_EXP1_0003,arithmetic_v2_numerical_reasoning_0040,arithmetic,numerical_reasoning,,short_text,"Which of the following numbers is the smallest: 0.2, 1/5, or 20%?",0.2,high,
HB_EXP1_0004,arithmetic_v2_unit_conversion_0033,arithmetic,unit_conversion,,exact_numeric,"A cup holds 0.5 liters of water. If 1 liter is equal to 1 kilogram, how many grams is that?",500,medium,
HB_EXP1_0005,arithmetic_v2_word_problems_0018,arithmetic,word_problems,,exact_numeric,"A storage room has 20 shelves, and each shelf can hold 12 containers. If the storage room is currently empty, how many containers can be placed on the shelves in total?",240,high,
HB_EXP1_0006,arithmetic_v2_estimation_0024,arithmetic,estimation,,short_text,About how many centimeters are in 2.5 kilometers?,About 250000 centimeters,low,ai_simulated_human
HB_EXP1_0007,arithmetic_v2_mental_calculation_0007,arithmetic,mental_calculation,,exact_numeric,"A library has 502 books on a shelf. If 221 books are borrowed, how many books are left on the shelf?",281,high,
HB_EXP1_0008,arithmetic_v2_numerical_reasoning_0042,arithmetic,numerical_reasoning,,short_text,Compare 0.8 and 80% of a quantity. Which is larger?,0.8 and 80% are equal,medium,
HB_EXP1_0009,arithmetic_v2_unit_conversion_0031,arithmetic,unit_conversion,,exact_numeric,"If a recipe requires 50 grams of flour, how many kilograms is that?",0.05,high,
HB_EXP1_0010,arithmetic_v2_word_problems_0011,arithmetic,word_problems,,exact_numeric,"A bookshelf has 5 shelves, and each shelf can hold 12 books. If the bookshelf is currently empty, how many books can be placed on it in total?",60,high,
HB_EXP1_0011,arithmetic_v2_estimation_0029,arithmetic,estimation,,short_text,"If a person can read 80 pages per hour, about how many pages can they read in 9 hours?",About 720 pages,high,
HB_EXP1_0012,arithmetic_v2_mental_calculation_0009,arithmetic,mental_calculation,,exact_numeric,"A store has 24 boxes. If 8 more boxes are delivered, how many boxes does the store have now?",32,medium,
HB_EXP1_0013,arithmetic_v2_numerical_reasoning_0047,arithmetic,numerical_reasoning,,short_text,"Rank these numbers in order from smallest to largest: 0.1, 0.2, 0.25","0.1, 0.2, 0.25",medium,
HB_EXP1_0014,arithmetic_v2_unit_conversion_0036,arithmetic,unit_conversion,,exact_numeric,A radio show is 15 minutes long. How many quarter-hours is that?,0.5,medium,
HB_EXP1_0015,arithmetic_v2_word_problems_0014,arithmetic,word_problems,,exact_numeric,"A group of coworkers want to share some donuts equally. If they have 96 donuts and there are 16 coworkers, how many donuts will each coworker get?",6,high,
HB_EXP1_0016,arithmetic_v2_estimation_0026,arithmetic,estimation,,short_text,About how many hours are in 0.5 days?,12,high,
HB_EXP1_0017,arithmetic_v2_mental_calculation_0005,arithmetic,mental_calculation,,exact_numeric,A student has 24 pencils in a box. She gives 4 pencils to her friend. How many pencils does she have left?,20,medium,
HB_EXP1_0018,arithmetic_v2_numerical_reasoning_0046,arithmetic,numerical_reasoning,,short_text,"Which is largest: 15% of 200, 10% of 300, or 20% of 250?",20% of 250 (50),high,
HB_EXP1_0019,arithmetic_v2_unit_conversion_0037,arithmetic,unit_conversion,,exact_numeric,A pencil weighs 0.1 kilograms. How many grams is that?,100,high,
HB_EXP1_0020,arithmetic_v2_word_problems_0019,arithmetic,word_problems,,exact_numeric,"A fruit stand owner has 24 baskets of pineapples to sell. Each basket contains 4 pineapples. If he sells 6 baskets, how many pineapples does he have left?",72,high,
HB_EXP1_0021,arithmetic_v2_estimation_0022,arithmetic,estimation,,short_text,About how many hours are in 5 days?,About 120 hours,high,
HB_EXP1_0022,arithmetic_v2_mental_calculation_0002,arithmetic,mental_calculation,,exact_numeric,"A library lends 417 books in the morning. If they had 337 books initially, how many books did they acquire?",80,high,
HB_EXP1_0023,arithmetic_v2_numerical_reasoning_0044,arithmetic,numerical_reasoning,,short_text,"Rank the following decimals from smallest to largest: 0.3, 0.9, 0.1","0.1, 0.3, 0.9",high,
HB_EXP1_0024,arithmetic_v2_unit_conversion_0032,arithmetic,unit_conversion,,exact_numeric,A jogger finished a short run in 45 minutes. How many hours did it take?,0.75,medium,
HB_EXP1_0025,arithmetic_v2_word_problems_0017,arithmetic,word_problems,,exact_numeric,You have 9 crayons and you want to give an equal number to 3 of your friends. How many crayons will each friend get?,3,high,
HB_EXP1_0026,arithmetic_v2_estimation_0028,arithmetic,estimation,,short_text,How many minutes are in 30 minutes plus 10 minutes?,40 minutes,high,
HB_EXP1_0027,arithmetic_v2_mental_calculation_0006,arithmetic,mental_calculation,,exact_numeric,"A city has 240 people. If 80 more people move to the city, what is the new population?",320,high,
HB_EXP1_0028,arithmetic_v2_numerical_reasoning_0042,arithmetic,numerical_reasoning,,short_text,"Which of the following fractions is the largest: 1/4, 1/2, 1/3, or 1/5",1/2,medium,
HB_EXP1_0029,arithmetic_v2_unit_conversion_0038,arithmetic,unit_conversion,,exact_numeric,A bookshelf is 180 cm tall. How many meters is that?,1.80,medium,
HB_EXP1_0030,arithmetic_v2_word_problems_0012,arithmetic,word_problems,,exact_numeric,Alex has $20 to spend on breakfast. He buys a muffin for $5 and a coffee for $2. How much money does he have left?,$13,high,
HB_EXP1_0031,arithmetic_v2_estimation_0028,arithmetic,estimation,,short_text,About how many hours are in 3 weeks?,About 504 hours,high,
HB_EXP1_0032,arithmetic_v2_mental_calculation_0004,arithmetic,mental_calculation,,exact_numeric,"A bakery wants to package some cookies. If they have 216 cookies and there are 9 boxes, how many cookies will each box hold?",24,medium,
HB_EXP1_0033,arithmetic_v2_numerical_reasoning_0042,arithmetic,numerical_reasoning,,short_text,Compare 0.75 and 75% of a whole. Which is larger?,0.75 and 75% are equal,medium,
HB_EXP1_0034,arithmetic_v2_unit_conversion_0034,arithmetic,unit_conversion,,exact_numeric,A book weighs 1000 grams. How many kilograms is that?,1,medium,
HB_EXP1_0035,arithmetic_v2_word_problems_0012,arithmetic,word_problems,,exact_numeric,Sarah has $25 to spend on lunch. She buys a sandwich for $8 and a drink for $4. How much money does she have left?,$13,high,
HB_EXP1_0036,arithmetic_v2_estimation_0028,arithmetic,estimation,,short_text,About how many days are in 3 weeks?,About 21 days,high,
HB_EXP1_0037,arithmetic_v2_mental_calculation_0000,arithmetic,mental_calculation,,exact_numeric,Emily has 187 markers in her desk. She gives 29 markers to her classmate. How many markers does Emily have left?,158,high,
HB_EXP1_0038,arithmetic_v2_numerical_reasoning_0049,arithmetic,numerical_reasoning,,short_text,"Compare the values of 0.2, 1/5, and 20%.","1/5 (= 0.2) and 20% are equal, and 0.2 is also equal to them",high,
HB_EXP1_0039,arithmetic_v2_unit_conversion_0033,arithmetic,unit_conversion,,exact_numeric,A box of cereal weighs 0.9 kg. How many grams is that?,900,medium,
HB_EXP1_0040,arithmetic_v2_word_problems_0011,arithmetic,word_problems,,exact_numeric,"A single shelf can hold 6 books. If you have 2 identical shelves, how many books can you place on them in total?",12,high,
HB_EXP1_0041,arithmetic_v2_estimation_0029,arithmetic,estimation,,short_text,"If a factory worker can assemble 75 components per hour, about how many components can they assemble in 16 hours?",About 1200 components,low,ai_simulated_human
HB_EXP1_0042,arithmetic_v2_mental_calculation_0005,arithmetic,mental_calculation,,exact_numeric,A player earns 243 points in a tournament and then loses 71 points. What is the player's new score?,172,medium,
HB_EXP1_0043,arithmetic_v2_numerical_reasoning_0046,arithmetic,numerical_reasoning,,short_text,"A small bottle can hold 6, 8, or 10 ounces of soda. What is the capacity of the smallest bottle?",6,high,
HB_EXP1_0044,arithmetic_v2_unit_conversion_0030,arithmetic,unit_conversion,,exact_numeric,A painting is 120 cm long. How many meters is that?,1.2,high,
HB_EXP1_0045,arithmetic_v2_word_problems_0010,arithmetic,word_problems,,exact_numeric,"Jackson has 24 packs of highlighters to sell at the office. Each pack contains 6 highlighters. If he sells 4 packs, how many highlighters does he have left?",120,high,
HB_EXP1_0046,arithmetic_v2_estimation_0023,arithmetic,estimation,,short_text,"If a bookstore sells 300 books per day, about how many books does it sell in a week?",About 2100 books,medium,
HB_EXP1_0047,arithmetic_v2_mental_calculation_0001,arithmetic,mental_calculation,,exact_numeric,"A bookstore has 243 novels. If 79 novels are added, how many novels are in the bookstore now?",322,medium,
HB_EXP1_0048,arithmetic_v2_numerical_reasoning_0041,arithmetic,numerical_reasoning,,short_text,A book is on sale for $8 and $10 at two different stores. Where is it cheapest?,$8,high,
HB_EXP1_0049,factual_v2_cross_domain_trivia_0047,factual,cross_domain_trivia,,short_text,"The acclaimed geologist Mary Anning wrote a popular science book called 'The Fossil Hunter', which explores the concept of which phenomenon that she is also known for discovering?",Dinosaur Fossils,medium,
HB_EXP1_0050,factual_v2_culture_0038,factual,culture,,short_text,Who wrote the famous novel 'Pride and Prejudice'?,Jane Austen,high,
HB_EXP1_0051,factual_v2_geography_0005,factual,geography,,short_text,What is the capital of Japan?,Tokyo,medium,
HB_EXP1_0052,factual_v2_history_0028,factual,history,,short_text,Who was the English queen who ruled during the 16th century and is famous for being a virgin?,Elizabeth I,high,
HB_EXP1_0053,factual_v2_science_0018,factual,science,,short_text,What is the scientific term for the preserved remains of prehistoric creatures?,Fossils,high,
HB_EXP1_0054,factual_v2_cross_domain_trivia_0044,factual,cross_domain_trivia,,short_text,What type of rock is formed from the cooling and solidification of magma or lava?,Igneous rock,high,
HB_EXP1_0055,factual_v2_culture_0032,factual,culture,,short_text,Who composed the symphony 'Symphony No. 5'?,Ludwig van Beethoven,high,
HB_EXP1_0056,factual_v2_geography_0008,factual,geography,,short_text,What is the most well-known city in China?,Beijing,high,
HB_EXP1_0057,factual_v2_history_0024,factual,history,,short_text,Who led China during World War II?,Chiang Kai-shek,high,
HB_EXP1_0058,factual_v2_science_0017,factual,science,,short_text,What is the chemical formula for carbon dioxide?,CO2,high,
HB_EXP1_0059,factual_v2_cross_domain_trivia_0045,factual,cross_domain_trivia,,short_text,What is the chemical symbol for the lightest element?,H,medium,
HB_EXP1_0060,factual_v2_culture_0031,factual,culture,,short_text,Who painted 'The Starry Night'?,Vincent van Gogh,high,
HB_EXP1_0061,factual_v2_geography_0001,factual,geography,,short_text,Which river is the longest in North America?,Missouri River,high,
HB_EXP1_0062,factual_v2_history_0025,factual,history,,short_text,In what year did the Great Fire of London occur?,1666,high,
HB_EXP1_0063,factual_v2_science_0019,factual,science,,short_text,"What is the speed of light in a vacuum, in kilometers per hour?",1079252848,high,
HB_EXP1_0064,factual_v2_cross_domain_trivia_0042,factual,cross_domain_trivia,,short_text,"Who was the husband of Mary Shelley, the author of 'Frankenstein'?",Percy Bysshe Shelley,high,
HB_EXP1_0065,factual_v2_culture_0034,factual,culture,,short_text,Who is credited with the invention of the light bulb?,Thomas Edison,high,
HB_EXP1_0066,factual_v2_geography_0007,factual,geography,,short_text,What is the world's largest rainforest by area?,Amazon Rainforest,high,
HB_EXP1_0067,factual_v2_history_0022,factual,history,,short_text,What was the name of the treaty that ended the Franco-Prussian War?,Treaty of Frankfurt,high,
HB_EXP1_0068,factual_v2_science_0010,factual,science,,short_text,What is the process by which crops convert sunlight into biomass?,Photosynthesis,low,ai_simulated_human
HB_EXP1_0069,factual_v2_cross_domain_trivia_0049,factual,cross_domain_trivia,,short_text,What type of musical instrument is often associated with the jazz genre and was popularized by Louis Armstrong?,Trumpet,high,
HB_EXP1_0070,factual_v2_culture_0033,factual,culture,,short_text,What is the name of the famous novel by Herman Melville that begins with the line 'Call me Ishmael'?,Moby-Dick,high,
HB_EXP1_0071,factual_v2_geography_0002,factual,geography,,short_text,What is the world's largest desert by land area?,Antarctic Desert,high,
HB_EXP1_0072,factual_v2_history_0022,factual,history,,short_text,Who was the leader of the United Kingdom during the Falklands War?,Margaret Thatcher,medium,
HB_EXP1_0073,factual_v2_science_0011,factual,science,,short_text,What is the largest planet that orbits the Sun?,Jupiter,high,
HB_EXP1_0074,factual_v2_cross_domain_trivia_0046,factual,cross_domain_trivia,,short_text,What ancient Greek philosopher also made significant contributions to the field of biology?,Aristotle,high,
HB_EXP1_0075,factual_v2_culture_0014,factual,culture,,short_text,Who is a famous German composer?,Ludwig van Beethoven,medium,
HB_EXP1_0076,factual_v2_geography_0003,factual,geography,,short_text,What is the capital of Canada?,Ottawa,high,
HB_EXP1_0077,factual_v2_history_0022,factual,history,,short_text,What was the name of the treaty that ended the Austro-Prussian War?,Treaty of Prague,high,
HB_EXP1_0078,factual_v2_science_0015,factual,science,,short_text,What is the smallest entity that can be considered alive?,Cell,medium,
HB_EXP1_0079,factual_v2_cross_domain_trivia_0041,factual,cross_domain_trivia,,short_text,What is the largest planet in our solar system?,Jupiter,medium,
HB_EXP1_0080,factual_v2_culture_0030,factual,culture,,short_text,Who painted the famous artwork 'The Persistence of Memory'?,Salvador Dali,high,
HB_EXP1_0081,factual_v2_geography_0002,factual,geography,,short_text,What is the world's largest desert by land area?,Antarctic Desert,high,
HB_EXP1_0082,factual_v2_history_0020,factual,history,,short_text,In which year did the Chinese Revolution begin?,1911,high,
HB_EXP1_0083,factual_v2_science_0010,factual,science,,short_text,How do green algae convert light energy from the sun into organic compounds?,Photosynthesis,high,
HB_EXP1_0084,factual_v2_cross_domain_trivia_0041,factual,cross_domain_trivia,,short_text,What is the name of the chemical element that is also the name of a heavy metal band?,Iron,medium,
HB_EXP1_0085,factual_v2_culture_0032,factual,culture,,short_text,Who invented the light bulb?,Thomas Edison,medium,
HB_EXP1_0086,factual_v2_geography_0005,factual,geography,,short_text,What is the capital of the country where the Amazon rainforest is located?,Brasília,medium,
HB_EXP1_0087,factual_v2_history_0026,factual,history,,short_text,Who was the ancient Greek historian known for his book 'The Histories'?,Herodotus,high,
HB_EXP1_0088,factual_v2_science_0014,factual,science,,short_text,At what temperature does water boil in a laboratory setting in Celsius?,100,medium,
HB_EXP1_0089,factual_v2_cross_domain_trivia_0048,factual,cross_domain_trivia,,short_text,Who wrote the famous novel 'The Great Gatsby' and was also a soldier?,F. Scott Fitzgerald,high,
HB_EXP1_0090,factual_v2_culture_0035,factual,culture,,short_text,Who composed the famous symphony 'Symphony No. 9'?,Ludwig van Beethoven,high,
HB_EXP1_0091,factual_v2_geography_0003,factual,geography,,short_text,What is the capital of Colombia?,Bogotá,medium,
HB_EXP1_0092,factual_v2_history_0028,factual,history,,short_text,Who was the English queen often called the 'Virgin Queen'?,Elizabeth I,high,
HB_EXP1_0093,factual_v2_science_0014,factual,science,,short_text,At what temperature does water boil in Celsius?,100,high,
HB_EXP1_0094,factual_v2_cross_domain_trivia_0049,factual,cross_domain_trivia,,short_text,"Jane Austen, a famous English novelist, lived during the reign of which king?",King George III,low,ai_simulated_human
HB_EXP1_0095,factual_v2_culture_0039,factual,culture,,short_text,Who wrote the famous play 'Romeo and Juliet'?,William Shakespeare,high,
HB_EXP1_0096,factual_v2_geography_0004,factual,geography,,short_text,Which state has the longest coastline in the United States?,Alaska,high,
HB_EXP1_0097,linguistic_v2_ambiguity_resolution_0023,linguistic,ambiguity_resolution,,short_text,What are two possible meanings of the sentence: 'The woman heard the man with the phone.',(1) The woman heard the man who was using a phone; (2) The woman heard the man by using a phone.,medium,
HB_EXP1_0098,linguistic_v2_grammar_correction_0043,linguistic,grammar_correction,,short_text,Is there a grammatical error in: 'The book is on the table.',"No, the sentence is grammatically correct.",high,
HB_EXP1_0099,linguistic_v2_morphology_0018,linguistic,morphology,,short_text,What is the morphological decomposition of 'nonconformity'?,non- + conform + -ity,high,
HB_EXP1_0100,linguistic_v2_register_formality_0032,linguistic,register_formality,,short_text,Is the phrase 'I'm totally amped for the festival' suitable for a job interview at a conservative company?,No,medium,
HB_EXP1_0101,linguistic_v2_syntax_parsing_0002,linguistic,syntax_parsing,,short_text,"In the sentence 'The organization, which was established in 1920, provides vital services', what word does 'which was established in 1920' modify?",organization,high,
HB_EXP1_0102,linguistic_v2_ambiguity_resolution_0021,linguistic,ambiguity_resolution,,short_text,Which reading is more natural given the context: 'The researcher is studying a report on the plane.' - 'The researcher is studying a report that is about the plane.' or 'The researcher is studying a report while on the plane.',The researcher is studying a report while on the plane.,medium,
HB_EXP1_0103,linguistic_v2_grammar_correction_0043,linguistic,grammar_correction,,short_text,"What is the grammatical error in: 'If I was a famous actor, I would win an Oscar.'","'was' should be 'were' — 'if' clause requires the subjunctive mood, 'were' is the correct form for the subjunctive",high,
HB_EXP1_0104,linguistic_v2_morphology_0014,linguistic,morphology,,short_text,What is the morphological decomposition of 'disenthusiastically'?,dis- + enthusiasm + -atic + -ally,medium,
HB_EXP1_0105,linguistic_v2_register_formality_0033,linguistic,register_formality,,short_text,Rewrite in informal register: 'I am delighted to announce the forthcoming nuptials of my esteemed colleague.',I'm super excited to announce my colleague's upcoming wedding!,medium,
HB_EXP1_0106,linguistic_v2_syntax_parsing_0004,linguistic,syntax_parsing,,short_text,"In the sentence ""The song, composed by a talented musician, is a hit"", what word does ""composed by a talented musician"" modify?",song,high,
HB_EXP1_0107,linguistic_v2_ambiguity_resolution_0022,linguistic,ambiguity_resolution,,short_text,Give two interpretations of: 'I'm searching for a pencil to draw with.',(1) I'm searching for a pencil that I can use to draw with; (2) I'm looking for a pencil with which to draw (formal or old-fashioned usage),medium,
HB_EXP1_0108,linguistic_v2_grammar_correction_0045,linguistic,grammar_correction,,short_text,"What is the grammatical error in: 'The company has laid off hundreds of employees, but the CEO says they is still hiring.'","'they is' should be 'they are' — subject-verb agreement, 'they' is a plural subject",low,ai_simulated_human
HB_EXP1_0109,linguistic_v2_morphology_0011,linguistic,morphology,,short_text,What prefix in 'impossible' indicates 'not'?,im-,high,
HB_EXP1_0110,linguistic_v2_register_formality_0035,linguistic,register_formality,,short_text,Is the phrase 'I'm gonna grab a snack' suitable for a job interview?,No,high,
HB_EXP1_0111,linguistic_v2_syntax_parsing_0006,linguistic,syntax_parsing,,short_text,"In the sentence 'The city's population, which was small, is now larger', what word does the clause 'which was small' modify?",population,high,
HB_EXP1_0112,linguistic_v2_ambiguity_resolution_0021,linguistic,ambiguity_resolution,,short_text,Which reading is more natural given the context: 'The author is editing a manuscript on the ferry.' - 'The author is editing a manuscript that is about the ferry.' or 'The author is editing a manuscript while on the ferry.',The author is editing a manuscript while on the ferry.,medium,
HB_EXP1_0113,linguistic_v2_grammar_correction_0049,linguistic,grammar_correction,,short_text,What is the grammatical error in: 'The hotel's promise is to provide it's guests with a comfortable stay.',"'it's' should be 'its' — 'its' shows possession, 'it's' is a contraction of 'it is'",high,
HB_EXP1_0114,linguistic_v2_morphology_0012,linguistic,morphology,,short_text,What is the derivational history of 'unaccountable'?,account → accountable → unaccountable,high,
HB_EXP1_0115,linguistic_v2_register_formality_0035,linguistic,register_formality,,short_text,Is the phrase 'I'm gonna grab a snack' too casual for work?,Yes,high,
HB_EXP1_0116,linguistic_v2_syntax_parsing_0005,linguistic,syntax_parsing,,short_text,"In the sentence ""The athletes, worn out from the intense training, recovered at the gym"", what word does ""worn out from the intense training"" modify?",athletes,high,
HB_EXP1_0117,linguistic_v2_ambiguity_resolution_0028,linguistic,ambiguity_resolution,,short_text,Provide two interpretations of: 'The new curriculum is impacting the students who are in their final year.',(1) The new curriculum is having an impact on the students who are in their final year of study; (2) The new curriculum is impacting the students in a way that is in its final year (less likely),medium,
HB_EXP1_0118,linguistic_v2_grammar_correction_0044,linguistic,grammar_correction,,short_text,Identify the grammatical error in: 'The new law applies to all residents whom are living in the city.',"'whom are' should be 'who are' — 'who' is the subject of the clause, not 'whom'",high,
HB_EXP1_0119,linguistic_v2_morphology_0012,linguistic,morphology,,short_text,What is the derivational history of 'irreplaceable'?,replace → replaceable → irreplaceable,medium,
HB_EXP1_0120,linguistic_v2_register_formality_0036,linguistic,register_formality,,short_text,Is the phrase 'Talk to you later!' formal or informal?,Informal,high,
HB_EXP1_0121,linguistic_v2_syntax_parsing_0000,linguistic,syntax_parsing,,short_text,"In the sentence ""The manager, who was very experienced, supervised the team"", what word does ""who was very experienced"" modify?",manager,high,
HB_EXP1_0122,linguistic_v2_ambiguity_resolution_0023,linguistic,ambiguity_resolution,,short_text,Which reading is more natural given the context: 'The mentor gave the apprentice a guide to read over the vacation.' - 'The mentor gave the apprentice a guide that is about vacations.' or 'The mentor gave the apprentice a guide to read during the vacation.',The mentor gave the apprentice a guide to read during the vacation.,medium,
HB_EXP1_0123,linguistic_v2_grammar_correction_0042,linguistic,grammar_correction,,short_text,Identify the grammatical error in: 'The software company will have been developing apps for 25 years by the time it launches its new product.',Should use the simple future tense 'will be' instead of the future perfect 'will have been' — 'by the time it launches its new product' indicates a future time,high,
HB_EXP1_0124,linguistic_v2_morphology_0012,linguistic,morphology,,short_text,What is the derivational history of 'unrecognizable'?,recognize → recognizable → unrecognizable,high,
HB_EXP1_0125,linguistic_v2_register_formality_0038,linguistic,register_formality,,short_text,Identify the register of the phrase: 'I'm stoked to be attending the concert tonight!',Informal,medium,
HB_EXP1_0126,linguistic_v2_syntax_parsing_0003,linguistic,syntax_parsing,,short_text,"In the sentence 'The musicians, enthusiastic about jazz, performed the concert', what word does 'enthusiastic about jazz' modify?",musicians,high,
HB_EXP1_0127,linguistic_v2_ambiguity_resolution_0027,linguistic,ambiguity_resolution,,short_text,What does 'The journalist interviewed the politician with a microphone' mean in a normal conversation?,The journalist interviewed the politician using a microphone.,high,
HB_EXP1_0128,linguistic_v2_grammar_correction_0043,linguistic,grammar_correction,,short_text,What is the grammatical error in: 'The team are going to the game.',"None, but 'team' can be considered a singular noun, so 'The team is going to the game' is also acceptable.",high,
HB_EXP1_0129,linguistic_v2_morphology_0019,linguistic,morphology,,short_text,What is the morphological decomposition of 'renew'?,re- + new,high,
HB_EXP1_0130,linguistic_v2_register_formality_0031,linguistic,register_formality,,short_text,Why did they create the new rule?,The purpose of the new rule is to improve student safety.,medium,
HB_EXP1_0131,linguistic_v2_syntax_parsing_0005,linguistic,syntax_parsing,,short_text,"In the sentence ""The hikers, drained from the steep climb, camped at the summit"", what word does ""drained from the steep climb"" modify?",hikers,high,
HB_EXP1_0132,linguistic_v2_ambiguity_resolution_0024,linguistic,ambiguity_resolution,,short_text,Provide two distinct interpretations of the sentence: 'The coach is meeting with the players who are on the injured list.',(1) The coach is having a meeting with the players who are currently on the injured list; (2) The coach is meeting with the players to discuss the injured list.,high,
HB_EXP1_0133,linguistic_v2_grammar_correction_0047,linguistic,grammar_correction,,short_text,"What is the grammatical error in: 'The new designer, whom the art director hired last year, are very creative.'","'are' should be 'is' — 'designer' is the singular subject, 'whom the art director hired' is a non-restrictive clause",high,
HB_EXP1_0134,linguistic_v2_morphology_0010,linguistic,morphology,,short_text,What is the root morpheme of 'illegitimacy'?,legit,high,
HB_EXP1_0135,linguistic_v2_register_formality_0039,linguistic,register_formality,,short_text,What's the 411?,Could you please update me on the situation?,high,
HB_EXP1_0136,linguistic_v2_syntax_parsing_0008,linguistic,syntax_parsing,,short_text,"In the sentence 'The book on the table, which is old, belongs to me', what word does the clause 'which is old' modify?",book,high,
HB_EXP1_0137,linguistic_v2_ambiguity_resolution_0028,linguistic,ambiguity_resolution,,short_text,Give two interpretations of: 'The new policy is affecting the employees who are over 40.',(1) The new policy is having an impact on the employees who are over 40 years old; (2) The new policy is affecting the employees in a way that is over 40 (less likely).,high,
HB_EXP1_0138,linguistic_v2_grammar_correction_0019,linguistic,grammar_correction,,short_text,What is the grammatical error in the sentence: 'The team are going to the game.','team' is a singular noun and 'are' should be 'is',high,
HB_EXP1_0139,linguistic_v2_morphology_0017,linguistic,morphology,,short_text,What suffix in 'humanism' forms a noun indicating a doctrine or system?,-ism,high,
HB_EXP1_0140,linguistic_v2_register_formality_0033,linguistic,register_formality,,short_text,Rewrite in informal register: 'I am delighted to announce the forthcoming arrival of my cherished cousin.',I'm beyond excited to announce my cousin's upcoming visit!,high,
HB_EXP1_0141,linguistic_v2_syntax_parsing_0004,linguistic,syntax_parsing,,short_text,"In the sentence 'The poem, penned by a celebrated poet, is a masterpiece', what word does 'penned by a celebrated poet' modify?",poem,high,
HB_EXP1_0142,linguistic_v2_ambiguity_resolution_0023,linguistic,ambiguity_resolution,,short_text,What are two possible meanings of the sentence: 'The girl saw the boy with the binoculars.',(1) The girl saw the boy who was holding binoculars; (2) The girl saw the boy by using binoculars.,high,
HB_EXP1_0143,linguistic_v2_grammar_correction_0047,linguistic,grammar_correction,,short_text,"What is the grammatical error in: 'The painting, which is on the wall, are for sale.'","'are' should be 'is' — the subject of the sentence is 'the painting', which is singular, so the verb should agree with it in number.",high,
HB_EXP1_0144,linguistic_v2_morphology_0012,linguistic,morphology,,short_text,What suffix is added to 'run' to form the noun 'running'?,-ing,high,
