item_id,question_id,domain,subcategory,difficulty,answer_type,question_text,participant_answer,participant_confidence,notes
HB_EXP1_0249,social_v2_social_norm_violation_0040,social,social_norm_violation,,short_text,"During a quiet hour on a bus, a passenger starts playing music loudly from their phone's speaker while others are trying to rest. Is this a social norm violation?",Yes,high,
HB_EXP1_0250,social_v2_theory_of_mind_0019,social,theory_of_mind,,short_text,Sophia put her favorite doll in a bag before going to grandma's house. Where will Sophia look for the doll when she gets to grandma's house?,In the bag.,high,
HB_EXP1_0251,social_v2_implicature_0005,social,implicature,,short_text,A neighbor asks for your honest opinion on their new home renovation plan and you say 'It's... lofty.' What do you likely mean?,You think the plan is unlikely to succeed.,high,
HB_EXP1_0252,social_v2_pragmatic_inference_0011,social,pragmatic_inference,,short_text,A: Can you turn off the light? B: I'm not near the switch. What should A do?,Get up and turn off the light themselves or ask someone else to do it.,high,
HB_EXP1_0253,social_v2_sarcasm_detection_0038,social,sarcasm_detection,,short_text,"After missing their flight, someone said 'This is exactly the way I wanted to spend my afternoon, waiting in the airport.' Was the person being sincere or sarcastic?",Sarcastic,high,
HB_EXP1_0254,social_v2_social_norm_violation_0045,social,social_norm_violation,,short_text,"During a job interview, the interviewer stands very close to the candidate, invading their personal space. Is this a social norm violation?",Yes,high,
HB_EXP1_0255,social_v2_theory_of_mind_0013,social,theory_of_mind,,short_text,"Ethan's coach informed him that the soccer team's meeting is in the conference room. Later, the meeting was relocated to the cafeteria without Ethan's knowledge. Where does Ethan think the meeting is?",In the conference room,high,
HB_EXP1_0256,social_v2_implicature_0004,social,implicature,,short_text,"A friend asks if you're free to hang out, and you say 'I have other plans.' What do you likely mean?",You already have something else scheduled and can't hang out.,high,
HB_EXP1_0257,social_v2_pragmatic_inference_0023,social,pragmatic_inference,,short_text,A: Can you help me? B: I have a family event on Saturday. What should A do?,Ask someone else for help,medium,
HB_EXP1_0258,social_v2_sarcasm_detection_0039,social,sarcasm_detection,,short_text,A client who received an incorrect invoice said 'This is exactly the amount I was expecting.' Was the client being sincere or sarcastic?,Sarcastic,medium,
HB_EXP1_0259,social_v2_social_norm_violation_0049,social,social_norm_violation,,short_text,A guest at a hotel takes a towel from another guest's room without asking permission. Is this a social norm violation?,Yes,high,
HB_EXP1_0260,social_v2_theory_of_mind_0018,social,theory_of_mind,,short_text,Tom's friend told him the bus leaves at 5. What time does Tom think the bus leaves?,5,high,
HB_EXP1_0261,social_v2_implicature_0008,social,implicature,,short_text,A friend asks to borrow money and you say 'I'm on a tight budget right now.' What do you likely mean?,You are unwilling to lend them money.,high,
HB_EXP1_0262,social_v2_pragmatic_inference_0027,social,pragmatic_inference,,short_text,"A invites B to the movies. B says, 'I don't have money for a ticket.' What should A do?",Offer to buy B's ticket or suggest a free activity.,high,
HB_EXP1_0263,social_v2_sarcasm_detection_0033,social,sarcasm_detection,,short_text,"As it started raining on their wedding day, the bride said 'This is just perfect!' Was she being sincere or sarcastic?",Sarcastic,high,
HB_EXP1_0264,social_v2_social_norm_violation_0049,social,social_norm_violation,,short_text,A student in the library starts tapping their pen loudly on the desk of the person sitting next to them. Is this a social norm violation?,Yes,high,
HB_EXP1_0265,social_v2_theory_of_mind_0012,social,theory_of_mind,,short_text,Ethan's sister told him that his brother is studying at the library tonight. Where does Ethan think his brother is right now?,At the library,medium,
HB_EXP1_0266,social_v2_implicature_0002,social,implicature,,short_text,A politician is asked about their campaign's current funding and responds with 'We're making ends meet.' What do they likely mean?,They are unwilling to disclose their campaign's current funding.,medium,
HB_EXP1_0267,social_v2_pragmatic_inference_0023,social,pragmatic_inference,,short_text,A: Can I use your MP3 player? B: The battery is drained. What should A do?,Look for another MP3 player or a charger,low,ai_simulated_human
HB_EXP1_0268,social_v2_sarcasm_detection_0033,social,sarcasm_detection,,short_text,"Olivia said 'Oh, wonderful, a pop quiz on the day I forgot my textbook!' after her teacher announced a surprise test. Was she being sincere or sarcastic?",Sarcastic,high,
HB_EXP1_0269,social_v2_social_norm_violation_0042,social,social_norm_violation,,short_text,"During a eulogy, a speaker starts telling off-color jokes and making the audience laugh. Is this a social norm violation?",Yes,high,
HB_EXP1_0270,social_v2_theory_of_mind_0019,social,theory_of_mind,,short_text,"Ben's boss told him that the marketing report is due on the last day of the quarter. However, the boss later changed the deadline to the first day of the next quarter without telling Ben. When does Ben think the report is due?",the last day of the quarter,high,
HB_EXP1_0271,social_v2_implicature_0001,social,implicature,,short_text,"When asked about a friend's new tattoo, someone says 'It's certainly a statement.' What do they likely mean?",They probably don't like the new tattoo.,high,
HB_EXP1_0272,social_v2_pragmatic_inference_0024,social,pragmatic_inference,,short_text,A: Do you want to play basketball? B: I'm too tired. What should A do?,"Suggest a different activity that requires less energy, like reading a book.",high,
HB_EXP1_0273,social_v2_sarcasm_detection_0031,social,sarcasm_detection,,short_text,Alex said 'What a wonderful day!' after his flight was cancelled due to bad weather. Was he being sincere or sarcastic?,Sarcastic,medium,
HB_EXP1_0274,social_v2_social_norm_violation_0044,social,social_norm_violation,,short_text,"At a funeral, is it okay to talk loudly on your phone?",No,high,
HB_EXP1_0275,social_v2_theory_of_mind_0018,social,theory_of_mind,,short_text,Lily's mom said they would eat dinner at 4 PM. What time does Lily think dinner is?,4 PM,high,
HB_EXP1_0276,social_v2_implicature_0003,social,implicature,,short_text,A colleague asks to use your laptop for a presentation and you say 'I'm not sure if it's fully charged.' What do you likely mean?,You are unwilling to lend it to them.,high,
HB_EXP1_0277,social_v2_pragmatic_inference_0028,social,pragmatic_inference,,short_text,A: Do you have a bike? B: I only have a skateboard. What should A do?,Use the skateboard or ask someone else for a bike,high,
HB_EXP1_0278,social_v2_sarcasm_detection_0030,social,sarcasm_detection,,short_text,Emily said 'What a great day!' after spilling coffee on her shirt. Was she being sincere or sarcastic?,Sarcastic,low,ai_simulated_human
HB_EXP1_0279,social_v2_social_norm_violation_0046,social,social_norm_violation,,short_text,"In a small office with 2 people, someone starts eating a very smelly lunch. Does this disturb the other person?",Yes,high,
HB_EXP1_0280,social_v2_theory_of_mind_0014,social,theory_of_mind,,short_text,"Noah wants to build with a block, but it's under a pile of pillows. What does Noah want to do with the block?",Build with it,low,ai_simulated_human
HB_EXP1_0281,social_v2_implicature_0009,social,implicature,,short_text,"When asked about a new policy, someone says 'It's an interesting approach.' What do they likely mean?",They probably have reservations about the policy.,medium,
HB_EXP1_0282,social_v2_pragmatic_inference_0023,social,pragmatic_inference,,short_text,A: Will you help me Saturday? B: I have a family event. What should A do?,Ask if B can help another day,high,
HB_EXP1_0283,social_v2_sarcasm_detection_0035,social,sarcasm_detection,,short_text,"After getting stuck in a traffic jam for three hours, Jack said 'I'm so happy I got to enjoy this beautiful view on the highway!' Was he being sincere or sarcastic?",Sarcastic,high,
HB_EXP1_0284,social_v2_social_norm_violation_0048,social,social_norm_violation,,short_text,A roommate mocks another roommate's glasses in front of their roommates.,Yes,high,
HB_EXP1_0285,social_v2_theory_of_mind_0019,social,theory_of_mind,,short_text,Jackson put his favorite toy car in a lunchbox before going to daycare. Where will Jackson look for the toy car when he gets to daycare?,In the lunchbox,medium,
HB_EXP1_0286,social_v2_implicature_0001,social,implicature,,short_text,"When asked about a neighbor's new paint job, someone says 'It's quite a transformation.' What do they likely mean?",They probably don't like the new paint job.,high,
HB_EXP1_0287,social_v2_pragmatic_inference_0026,social,pragmatic_inference,,short_text,A: Can you drive me to the airport? B: I don't have a car. What should A do?,Look for alternative transportation or ask someone else,high,
HB_EXP1_0288,social_v2_sarcasm_detection_0037,social,sarcasm_detection,,short_text,"After realizing he had just locked his keys inside his car, Alex exclaimed 'This is exactly what I needed today!' Was he being sincere or sarcastic?",Sarcastic,high,
HB_EXP1_0289,spatial_v2_2d_geometry_0006,spatial,2d_geometry,,exact_numeric,A rectangle is 3 units long and 3 units wide. What is the area of the rectangle?,9,medium,
HB_EXP1_0290,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,exact_numeric,A rectangle with a length of 2 units and a width of 1 unit has how many unit squares on its surface?,6,medium,
HB_EXP1_0291,spatial_v2_distance_direction_0016,spatial,distance_direction,,short_text,Alex is east of Ben. Ben is east of Chris. Who is furthest west?,Chris,medium,
HB_EXP1_0292,spatial_v2_relative_positioning_0024,spatial,relative_positioning,,short_text,The picture is above the shelf. The vase is below the shelf. What is between the picture and vase?,the shelf,medium,
HB_EXP1_0293,spatial_v2_spatial_transformation_0037,spatial,spatial_transformation,,short_text,A mirror reflection is applied to an L-shape pointing upwards and to the left. Which direction does the L-shape now point?,upwards and to the right,low,ai_simulated_human
HB_EXP1_0294,spatial_v2_2d_geometry_0007,spatial,2d_geometry,,exact_numeric,A billboard has a width of 9 meters and a height of 6 meters. What is its area?,54,high,
HB_EXP1_0295,spatial_v2_3d_visualization_0049,spatial,3d_visualization,,exact_numeric,A 1×2×1 stack of unit cubes has how many unit cubes?,2,high,
HB_EXP1_0296,spatial_v2_distance_direction_0015,spatial,distance_direction,,short_text,A skateboard is placed west of a scooter. The scooter is west of a moped. Which vehicle is furthest east?,Moped,high,
HB_EXP1_0297,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,short_text,The toy car is below the block. The toy truck is above the block. What is between the toy car and the toy truck?,the block,high,
HB_EXP1_0298,spatial_v2_spatial_transformation_0033,spatial,spatial_transformation,,short_text,A mirror reflection is applied to a compass needle pointing north. Which direction does the compass needle now point?,south,high,
HB_EXP1_0299,spatial_v2_2d_geometry_0001,spatial,2d_geometry,,exact_numeric,A billboard has a width of 8 meters and a height of 9 meters. What is its area?,72,high,
HB_EXP1_0300,spatial_v2_3d_visualization_0041,spatial,3d_visualization,,exact_numeric,A small cube-shaped box has how many visible surfaces?,6,high,
HB_EXP1_0301,spatial_v2_distance_direction_0005,spatial,distance_direction,,short_text,Ruby is south of Lucas. Who is furthest north?,Lucas,high,
HB_EXP1_0302,spatial_v2_relative_positioning_0024,spatial,relative_positioning,,short_text,The house is north of the park. The school is south of the park. What is between the house and the school?,the park,high,
HB_EXP1_0303,spatial_v2_spatial_transformation_0032,spatial,spatial_transformation,,short_text,A 90-degree clockwise rotation is applied to a sign pointing towards the southwest. Which direction does the sign now point?,southeast,low,ai_simulated_human
HB_EXP1_0304,spatial_v2_2d_geometry_0001,spatial,2d_geometry,,exact_numeric,A picture frame has a width of 6 inches and a height of 8 inches. What is its area?,48,low,ai_simulated_human
HB_EXP1_0305,spatial_v2_3d_visualization_0040,spatial,3d_visualization,,exact_numeric,A 1×1×3 stack of unit cubes has how many unit cubes?,3,medium,
HB_EXP1_0306,spatial_v2_distance_direction_0018,spatial,distance_direction,,short_text,A chair is placed south of a table. The table is south of a desk. Which piece of furniture is furthest north?,Desk,medium,
HB_EXP1_0307,spatial_v2_relative_positioning_0022,spatial,relative_positioning,,short_text,The TV is right of the sofa. The coffee table is left of the sofa. What is between the TV and the coffee table?,the sofa,medium,
HB_EXP1_0308,spatial_v2_spatial_transformation_0034,spatial,spatial_transformation,,short_text,"A rectangle's long side points down. If it is turned 90 degrees to the left, which direction does its long side point?",left,high,
HB_EXP1_0309,spatial_v2_2d_geometry_0000,spatial,2d_geometry,,exact_numeric,What is the perimeter of a square garden with sides of length 9 meters?,36,high,
HB_EXP1_0310,spatial_v2_3d_visualization_0016,spatial,3d_visualization,,exact_numeric,A 2-block tower is built with 2 blocks stacked horizontally to the east. Each block is a 1x1 rectangle. How many visible sides does the tower have?,5,high,
HB_EXP1_0311,spatial_v2_distance_direction_0012,spatial,distance_direction,,short_text,A house is placed north of a shed. The shed is north of a barn. Which object is furthest south?,Barn,high,
HB_EXP1_0312,spatial_v2_relative_positioning_0020,spatial,relative_positioning,,short_text,The sofa is left of the coffee table. The TV is right of the coffee table. What is between the sofa and the TV?,the coffee table,high,
HB_EXP1_0313,spatial_v2_spatial_transformation_0012,spatial,spatial_transformation,,short_text,An L-shape pointing upwards is mirrored horizontally. Which direction does the bottom of the L-shape now point?,down,high,
HB_EXP1_0314,spatial_v2_2d_geometry_0002,spatial,2d_geometry,,exact_numeric,Find the area of a triangle with a base of 12 inches and a height of 7 inches.,42,high,
HB_EXP1_0315,spatial_v2_3d_visualization_0044,spatial,3d_visualization,,exact_numeric,A tower made of 2 unit cubes stacked vertically has how many unit cubes?,2,high,
HB_EXP1_0316,spatial_v2_distance_direction_0013,spatial,distance_direction,,short_text,Jack is east of Ryan. Ethan is not east of Ryan. Who is furthest west?,Jack,medium,
HB_EXP1_0317,spatial_v2_relative_positioning_0021,spatial,relative_positioning,,short_text,The boat is below the dock. The seagull is above the dock. What is between the boat and the seagull?,the dock,high,
HB_EXP1_0318,spatial_v2_spatial_transformation_0034,spatial,spatial_transformation,,short_text,A zigzag shape pointing up and to the right is rotated 90 degrees counterclockwise. Which direction does the zigzag shape now point?,up and to the left,high,
HB_EXP1_0319,spatial_v2_2d_geometry_0003,spatial,2d_geometry,,exact_numeric,A square painting has an area of 81 square centimeters. What is the length of one side?,9,medium,
HB_EXP1_0320,spatial_v2_3d_visualization_0043,spatial,3d_visualization,,exact_numeric,A 1×2×2 arrangement of unit cubes has how many unit cubes?,4,high,
HB_EXP1_0321,spatial_v2_distance_direction_0015,spatial,distance_direction,,short_text,The third floor is below the second floor. The second floor is below the first floor. Which floor is furthest up?,The first floor,high,
HB_EXP1_0322,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,short_text,The toy is left of the block. The block is not between the toy and what?,nothing,medium,
HB_EXP1_0323,spatial_v2_spatial_transformation_0039,spatial,spatial_transformation,,short_text,A rectangle with its longer side pointing right is mirrored across the vertical axis. Which direction does its longer side now point?,left,high,
HB_EXP1_0324,spatial_v2_2d_geometry_0004,spatial,2d_geometry,,exact_numeric,A rectangle is 3 units wide and 1 unit tall. What is the area of the rectangle?,3,high,
HB_EXP1_0325,spatial_v2_3d_visualization_0046,spatial,3d_visualization,,exact_numeric,A 3×1×3 arrangement of unit cubes has how many unit cubes?,9,high,
HB_EXP1_0326,spatial_v2_distance_direction_0010,spatial,distance_direction,,short_text,"In a city, the library is north of the park. The park is north of the school. What is furthest south?",school,high,
HB_EXP1_0327,spatial_v2_relative_positioning_0021,spatial,relative_positioning,,short_text,The pillow is below the headboard. The picture is above the headboard. What is between the pillow and the picture?,the headboard,high,
HB_EXP1_0328,spatial_v2_spatial_transformation_0031,spatial,spatial_transformation,,short_text,A laser beam pointing south is rotated 90 degrees counterclockwise. Which direction does it now point?,east,medium,
HB_EXP1_0329,spatial_v2_2d_geometry_0006,spatial,2d_geometry,,exact_numeric,A rectangle has a length of 6 units and a width of 2 units. What is the area of the rectangle?,12,high,
HB_EXP1_0330,spatial_v2_3d_visualization_0045,spatial,3d_visualization,,exact_numeric,How many unit cubes are in a 1×1×5 stack of blocks?,5,high,
HB_EXP1_0331,spatial_v2_distance_direction_0010,spatial,distance_direction,,short_text,Samantha is north of Michael. Michael is north of Emily. Who is furthest south?,Emily,medium,
HB_EXP1_0332,spatial_v2_relative_positioning_0028,spatial,relative_positioning,,short_text,The ball is left of the box. What is between the ball and the box if the box is on the right?,nothing,high,
HB_EXP1_0333,spatial_v2_spatial_transformation_0030,spatial,spatial_transformation,,short_text,A mirror reflection is applied to an L-shape pointing upwards and to the right. Which direction does the L-shape now point?,upwards and to the left,medium,
HB_EXP1_0334,spatial_v2_2d_geometry_0006,spatial,2d_geometry,,exact_numeric,Find the area of a square with sides of length 3 inches.,9,medium,
HB_EXP1_0335,spatial_v2_3d_visualization_0049,spatial,3d_visualization,,exact_numeric,A 2×2×1 stack of unit blocks has how many unit blocks?,4,high,
HB_EXP1_0336,spatial_v2_distance_direction_0014,spatial,distance_direction,,short_text,Isabella is west of Mia. Who is furthest east?,Mia,high,
HB_EXP1_0337,temporal_v2_duration_estimation_0019,temporal,duration_estimation,,short_text,"A person travels for 6 hours. If they start on a Wednesday at 9:00 AM, when do they arrive?",Wednesday at 3:00 PM,high,
HB_EXP1_0338,temporal_v2_ordering_events_0006,temporal,ordering_events,,short_text,"What was the order of these events: Apple introduces the Macintosh computer (1984), first Space Shuttle disaster (1986), and first mobile phone call (1973)?","first mobile phone call, then Apple introduces the Macintosh computer, then first Space Shuttle disaster",high,
HB_EXP1_0339,temporal_v2_scheduling_0039,temporal,scheduling,,short_text,A lecture begins at 9:00 AM and lasts for 2 hours and 30 minutes. What time will it end?,11:30 AM,medium,
HB_EXP1_0340,temporal_v2_temporal_paradoxes_0043,temporal,temporal_paradoxes,,short_text,A film was released in 1960 and its director was born in 1950. Is this possible?,"No, the director would have been 10 years old when the film was released",medium,
HB_EXP1_0341,temporal_v2_timezone_arithmetic_0025,temporal,timezone_arithmetic,,short_text,"It's 1 AM in Moscow, which is UTC+3. What time is it in UTC?",10 PM (previous day),high,
HB_EXP1_0342,temporal_v2_duration_estimation_0016,temporal,duration_estimation,,short_text,A festival starts at 2:00 PM and lasts 1 day. What time does it end?,2:00 PM the next day,high,
HB_EXP1_0343,temporal_v2_ordering_events_0001,temporal,ordering_events,,short_text,"What was the order of these events: the sinking of the Titanic (1912), the start of World War I (1914), and the discovery of King Tut's tomb (1922)?",The sinking of the Titanic occurred before the start of World War I and the discovery of King Tut's tomb.,high,
HB_EXP1_0344,temporal_v2_scheduling_0035,temporal,scheduling,,short_text,"A chef has a 1-hour food preparation task starting 15 minutes after a 15-minute kitchen cleaning. If the cleaning starts at 9:00 AM, what time will the food preparation task end?",10:30 AM,high,
HB_EXP1_0345,temporal_v2_temporal_paradoxes_0017,temporal,temporal_paradoxes,,short_text,"A teacher states that a school play occurred 3 days ago, and it was exactly 1 day after another play. Is it possible that the second play occurred 4 days ago?","Yes, if the first play occurred 3 days ago and the second play occurred 1 day before that, then the second play occurred 4 days ago.",high,
HB_EXP1_0346,temporal_v2_timezone_arithmetic_0028,temporal,timezone_arithmetic,,short_text,"Cairo is UTC+1. If it is 9 PM in UTC, what time is it in Cairo?",10 PM,high,
HB_EXP1_0347,temporal_v2_duration_estimation_0018,temporal,duration_estimation,,short_text,"A machine runs for 3 hours and 15 minutes. If it starts on a Friday at 12:00 PM, when does it stop?",Friday at 3:15 PM,medium,
HB_EXP1_0348,temporal_v2_ordering_events_0005,temporal,ordering_events,,short_text,"Which came first: first Apple computer (1976), first cellular network (1979), or first IBM PC (1981)?",first Apple computer,high,
HB_EXP1_0349,temporal_v2_scheduling_0030,temporal,scheduling,,short_text,A doctor has a patient consultation at 9:00 AM that lasts 15 minutes. A lab test is scheduled 30 minutes after the consultation ends. What time is the lab test?,9:45 AM,high,
HB_EXP1_0350,temporal_v2_temporal_paradoxes_0044,temporal,temporal_paradoxes,,short_text,"A person claims they are 30 years old and have been working at a company for 15 years. However, the company was founded 5 years ago. Is this possible?","No, the person would have been working at the company 10 years before it was founded.",high,
HB_EXP1_0351,temporal_v2_timezone_arithmetic_0028,temporal,timezone_arithmetic,,short_text,"It's 10 AM in UTC. What time is it in Santiago, which is UTC-4?",6 AM,high,
HB_EXP1_0352,temporal_v2_duration_estimation_0015,temporal,duration_estimation,,short_text,A student studies for 9 hours and finishes at 5:00 PM. What time did they start?,8:00 AM,high,
HB_EXP1_0353,temporal_v2_ordering_events_0004,temporal,ordering_events,,short_text,Which came first: the first Olympics in Athens (1896) or the first Winter Olympics in Chamonix (1924)?,the first Olympics in Athens,medium,
HB_EXP1_0354,temporal_v2_scheduling_0037,temporal,scheduling,,short_text,"A teacher has a 30-minute meeting starting immediately after a 1-hour class. If the class starts at 10:00 AM, what time will the meeting end?",11:30 AM,high,
HB_EXP1_0355,temporal_v2_temporal_paradoxes_0043,temporal,temporal_paradoxes,,short_text,What are the odds that a child is a boy?,50% or 1 in 2,medium,
HB_EXP1_0356,temporal_v2_timezone_arithmetic_0025,temporal,timezone_arithmetic,,short_text,"A city is UTC+0. If it is 4 PM in UTC, what time is it in that city?",4 PM,low,ai_simulated_human
HB_EXP1_0357,temporal_v2_duration_estimation_0013,temporal,duration_estimation,,short_text,A concert starts at 2:00 PM and lasts 3 hours and 15 minutes. What time does it end?,5:15 PM,medium,
HB_EXP1_0358,temporal_v2_ordering_events_0003,temporal,ordering_events,,short_text,"Which event occurred before the others: first launch of the space shuttle (1981), first Apple computer release (1976), and first Sony Walkman release (1979)?",first Apple computer release,high,
HB_EXP1_0359,temporal_v2_scheduling_0030,temporal,scheduling,,short_text,A lecture starts at 6:00 PM and lasts for 3 hours. What time will it end?,9:00 PM,high,
HB_EXP1_0360,temporal_v2_temporal_paradoxes_0040,temporal,temporal_paradoxes,,short_text,A student claims he is 20 years old and has been studying abroad for 8 years. Is this possible?,"No, he would have been 12 years old when he started studying abroad.",medium,
HB_EXP1_0361,temporal_v2_timezone_arithmetic_0021,temporal,timezone_arithmetic,,short_text,Chicago is UTC-6. What time is it in Chicago if it's 4 PM in UTC?,10 AM,high,
HB_EXP1_0362,temporal_v2_duration_estimation_0017,temporal,duration_estimation,,short_text,A train travels for 4 hours and arrives at 11:00 AM. What time did it depart?,7:00 AM,high,
HB_EXP1_0363,temporal_v2_ordering_events_0003,temporal,ordering_events,,short_text,"Which event occurred before the others: first landing on the moon (1969), first Intel microprocessor release (1971), and first pocket calculator release (1970)?",first landing on the moon,high,
HB_EXP1_0364,temporal_v2_scheduling_0038,temporal,scheduling,,short_text,"A lawyer has a 15-minute document review that starts at 1:00 PM. If a 45-minute court hearing starts 15 minutes after, what time will the court hearing end?",2:00 PM,low,ai_simulated_human
HB_EXP1_0365,temporal_v2_temporal_paradoxes_0045,temporal,temporal_paradoxes,,short_text,"A person is looking at a photograph of someone. Her friend asks her, 'Who is in the picture?' She replies, 'That man's parent is my son's parent.' Who is in the picture?",Her son,high,
HB_EXP1_0366,temporal_v2_timezone_arithmetic_0025,temporal,timezone_arithmetic,,short_text,"It is 1 PM in UTC. If a city is UTC+2, what time is it in that city?",3 PM,low,ai_simulated_human
HB_EXP1_0367,temporal_v2_duration_estimation_0012,temporal,duration_estimation,,short_text,David sleeps for 8 hours and wakes up at 8:00 AM. What time did he go to sleep?,12:00 AM,high,
HB_EXP1_0368,temporal_v2_ordering_events_0009,temporal,ordering_events,,short_text,"Which came first: first Sony Walkman released (1979), first Apple computer (1976), or first mobile phone call (1973)?",first mobile phone call,medium,
HB_EXP1_0369,temporal_v2_scheduling_0032,temporal,scheduling,,short_text,A training session starts at 3:15 PM and lasts for 2.5 hours. What time will it end?,5:45 PM,medium,
HB_EXP1_0370,temporal_v2_temporal_paradoxes_0043,temporal,temporal_paradoxes,,short_text,A woman has one child. What are the odds that her child is a boy?,50% or 1 in 2,high,
HB_EXP1_0371,temporal_v2_timezone_arithmetic_0023,temporal,timezone_arithmetic,,short_text,"Sydney is UTC+10. If it's 4 AM in UTC, what time is it in Sydney?",2 PM,high,
HB_EXP1_0372,temporal_v2_duration_estimation_0010,temporal,duration_estimation,,short_text,A lecture starts at 9:00 AM and lasts 2 hours and 15 minutes. What time does it end?,11:15 AM,low,ai_simulated_human
HB_EXP1_0373,temporal_v2_ordering_events_0009,temporal,ordering_events,,short_text,"Which came first: first Amazon Echo released (2014), first Apple Watch released (2015), or first SpaceX reusable rocket launched (2015)?",first Amazon Echo released,low,ai_simulated_human
HB_EXP1_0374,temporal_v2_scheduling_0032,temporal,scheduling,,short_text,A concert starts at 7:30 PM and lasts for 2.5 hours. What time will it end?,10:00 PM,high,
HB_EXP1_0375,temporal_v2_temporal_paradoxes_0042,temporal,temporal_paradoxes,,short_text,An athlete says they won a championship in 2012 and joined the team in 2022. Is this possible?,No,low,ai_simulated_human
HB_EXP1_0376,temporal_v2_timezone_arithmetic_0028,temporal,timezone_arithmetic,,short_text,"It's 2 AM in UTC. What time is it in Tokyo, which is UTC+9?",11 AM,high,
HB_EXP1_0377,temporal_v2_duration_estimation_0016,temporal,duration_estimation,,short_text,A workshop starts at 11:00 AM and lasts 1 day. What time does it end?,11:00 AM the next day,high,
HB_EXP1_0378,temporal_v2_ordering_events_0002,temporal,ordering_events,,short_text,"Which came first: first International Olympic Committee (1894), first FIFA World Cup (1930), or first UEFA European Football Championship (1960)?",first International Olympic Committee,high,
HB_EXP1_0379,temporal_v2_scheduling_0037,temporal,scheduling,,short_text,A meeting starts at 9:00 AM and lasts for 2 hours. What time will it end?,11:00 AM,medium,
HB_EXP1_0380,temporal_v2_temporal_paradoxes_0042,temporal,temporal_paradoxes,,short_text,A boy has two coins that add up to 5 cents. One coin is not a nickel. What are the two coins?,One coin is a nickel and the other coin is 4 pennies.,medium,
HB_EXP1_0381,temporal_v2_timezone_arithmetic_0020,temporal,timezone_arithmetic,,short_text,New York is UTC-5. It is 5 PM in New York. What time is it in UTC?,10 PM,medium,
HB_EXP1_0382,temporal_v2_duration_estimation_0019,temporal,duration_estimation,,short_text,A shipment takes 2 days and arrives on Saturday. What day was it sent?,Thursday,high,
HB_EXP1_0383,temporal_v2_ordering_events_0009,temporal,ordering_events,,short_text,"Which event occurred first: a store opening (2015), a new restaurant opening (2016), or a new movie release (2018)?",a store opening,high,
HB_EXP1_0384,temporal_v2_scheduling_0037,temporal,scheduling,,short_text,A webinar starts at 11:00 AM and lasts for 2 hours. What time will it end?,1:00 PM,high,
