item_id,question_id,domain,subcategory,difficulty,answer_type,question_text
HB_EXP1_0001,arithmetic_v2_estimation_0026,arithmetic,estimation,,short_text,About how many minutes are in 2 hours and 45 minutes?
HB_EXP1_0002,arithmetic_v2_mental_calculation_0001,arithmetic,mental_calculation,,exact_numeric,"A group of friends want to share some candy equally. If they have 48 pieces and there are 6 friends, how many pieces will each friend get?"
HB_EXP1_0003,arithmetic_v2_numerical_reasoning_0040,arithmetic,numerical_reasoning,,short_text,"Which of the following numbers is the smallest: 0.2, 1/5, or 20%?"
HB_EXP1_0004,arithmetic_v2_unit_conversion_0033,arithmetic,unit_conversion,,exact_numeric,"A cup holds 0.5 liters of water. If 1 liter is equal to 1 kilogram, how many grams is that?"
HB_EXP1_0005,arithmetic_v2_word_problems_0018,arithmetic,word_problems,,exact_numeric,"A storage room has 20 shelves, and each shelf can hold 12 containers. If the storage room is currently empty, how many containers can be placed on the shelves in total?"
HB_EXP1_0006,arithmetic_v2_estimation_0024,arithmetic,estimation,,short_text,About how many centimeters are in 2.5 kilometers?
HB_EXP1_0007,arithmetic_v2_mental_calculation_0007,arithmetic,mental_calculation,,exact_numeric,"A library has 502 books on a shelf. If 221 books are borrowed, how many books are left on the shelf?"
HB_EXP1_0008,arithmetic_v2_numerical_reasoning_0042,arithmetic,numerical_reasoning,,short_text,Compare 0.8 and 80% of a quantity. Which is larger?
HB_EXP1_0009,arithmetic_v2_unit_conversion_0031,arithmetic,unit_conversion,,exact_numeric,"If a recipe requires 50 grams of flour, how many kilograms is that?"
HB_EXP1_0010,arithmetic_v2_word_problems_0011,arithmetic,word_problems,,exact_numeric,"A bookshelf has 5 shelves, and each shelf can hold 12 books. If the bookshelf is currently empty, how many books can be placed on it in total?"
HB_EXP1_0011,arithmetic_v2_estimation_0029,arithmetic,estimation,,short_text,"If a person can read 80 pages per hour, about how many pages can they read in 9 hours?"
HB_EXP1_0012,arithmetic_v2_mental_calculation_0009,arithmetic,mental_calculation,,exact_numeric,"A store has 24 boxes. If 8 more boxes are delivered, how many boxes does the store have now?"
HB_EXP1_0013,arithmetic_v2_numerical_reasoning_0047,arithmetic,numerical_reasoning,,short_text,"Rank these numbers in order from smallest to largest: 0.1, 0.2, 0.25"
HB_EXP1_0014,arithmetic_v2_unit_conversion_0036,arithmetic,unit_conversion,,exact_numeric,A radio show is 15 minutes long. How many quarter-hours is that?
HB_EXP1_0015,arithmetic_v2_word_problems_0014,arithmetic,word_problems,,exact_numeric,"A group of coworkers want to share some donuts equally. If they have 96 donuts and there are 16 coworkers, how many donuts will each coworker get?"
HB_EXP1_0016,arithmetic_v2_estimation_0026,arithmetic,estimation,,short_text,About how many hours are in 0.5 days?
HB_EXP1_0017,arithmetic_v2_mental_calculation_0005,arithmetic,mental_calculation,,exact_numeric,A student has 24 pencils in a box. She gives 4 pencils to her friend. How many pencils does she have left?
HB_EXP1_0018,arithmetic_v2_numerical_reasoning_0046,arithmetic,numerical_reasoning,,short_text,"Which is largest: 15% of 200, 10% of 300, or 20% of 250?"
HB_EXP1_0019,arithmetic_v2_unit_conversion_0037,arithmetic,unit_conversion,,exact_numeric,A pencil weighs 0.1 kilograms. How many grams is that?
HB_EXP1_0020,arithmetic_v2_word_problems_0019,arithmetic,word_problems,,exact_numeric,"A fruit stand owner has 24 baskets of pineapples to sell. Each basket contains 4 pineapples. If he sells 6 baskets, how many pineapples does he have left?"
HB_EXP1_0021,arithmetic_v2_estimation_0022,arithmetic,estimation,,short_text,About how many hours are in 5 days?
HB_EXP1_0022,arithmetic_v2_mental_calculation_0002,arithmetic,mental_calculation,,exact_numeric,"A library lends 417 books in the morning. If they had 337 books initially, how many books did they acquire?"
HB_EXP1_0023,arithmetic_v2_numerical_reasoning_0044,arithmetic,numerical_reasoning,,short_text,"Rank the following decimals from smallest to largest: 0.3, 0.9, 0.1"
HB_EXP1_0024,arithmetic_v2_unit_conversion_0032,arithmetic,unit_conversion,,exact_numeric,A jogger finished a short run in 45 minutes. How many hours did it take?
HB_EXP1_0025,arithmetic_v2_word_problems_0017,arithmetic,word_problems,,exact_numeric,You have 9 crayons and you want to give an equal number to 3 of your friends. How many crayons will each friend get?
HB_EXP1_0026,arithmetic_v2_estimation_0028,arithmetic,estimation,,short_text,How many minutes are in 30 minutes plus 10 minutes?
HB_EXP1_0027,arithmetic_v2_mental_calculation_0006,arithmetic,mental_calculation,,exact_numeric,"A city has 240 people. If 80 more people move to the city, what is the new population?"
HB_EXP1_0028,arithmetic_v2_numerical_reasoning_0042,arithmetic,numerical_reasoning,,short_text,"Which of the following fractions is the largest: 1/4, 1/2, 1/3, or 1/5"
HB_EXP1_0029,arithmetic_v2_unit_conversion_0038,arithmetic,unit_conversion,,exact_numeric,A bookshelf is 180 cm tall. How many meters is that?
HB_EXP1_0030,arithmetic_v2_word_problems_0012,arithmetic,word_problems,,exact_numeric,Alex has $20 to spend on breakfast. He buys a muffin for $5 and a coffee for $2. How much money does he have left?
HB_EXP1_0031,arithmetic_v2_estimation_0028,arithmetic,estimation,,short_text,About how many hours are in 3 weeks?
HB_EXP1_0032,arithmetic_v2_mental_calculation_0004,arithmetic,mental_calculation,,exact_numeric,"A bakery wants to package some cookies. If they have 216 cookies and there are 9 boxes, how many cookies will each box hold?"
HB_EXP1_0033,arithmetic_v2_numerical_reasoning_0042,arithmetic,numerical_reasoning,,short_text,Compare 0.75 and 75% of a whole. Which is larger?
HB_EXP1_0034,arithmetic_v2_unit_conversion_0034,arithmetic,unit_conversion,,exact_numeric,A book weighs 1000 grams. How many kilograms is that?
HB_EXP1_0035,arithmetic_v2_word_problems_0012,arithmetic,word_problems,,exact_numeric,Sarah has $25 to spend on lunch. She buys a sandwich for $8 and a drink for $4. How much money does she have left?
HB_EXP1_0036,arithmetic_v2_estimation_0028,arithmetic,estimation,,short_text,About how many days are in 3 weeks?
HB_EXP1_0037,arithmetic_v2_mental_calculation_0000,arithmetic,mental_calculation,,exact_numeric,Emily has 187 markers in her desk. She gives 29 markers to her classmate. How many markers does Emily have left?
HB_EXP1_0038,arithmetic_v2_numerical_reasoning_0049,arithmetic,numerical_reasoning,,short_text,"Compare the values of 0.2, 1/5, and 20%."
HB_EXP1_0039,arithmetic_v2_unit_conversion_0033,arithmetic,unit_conversion,,exact_numeric,A box of cereal weighs 0.9 kg. How many grams is that?
HB_EXP1_0040,arithmetic_v2_word_problems_0011,arithmetic,word_problems,,exact_numeric,"A single shelf can hold 6 books. If you have 2 identical shelves, how many books can you place on them in total?"
HB_EXP1_0041,arithmetic_v2_estimation_0029,arithmetic,estimation,,short_text,"If a factory worker can assemble 75 components per hour, about how many components can they assemble in 16 hours?"
HB_EXP1_0042,arithmetic_v2_mental_calculation_0005,arithmetic,mental_calculation,,exact_numeric,A player earns 243 points in a tournament and then loses 71 points. What is the player's new score?
HB_EXP1_0043,arithmetic_v2_numerical_reasoning_0046,arithmetic,numerical_reasoning,,short_text,"A small bottle can hold 6, 8, or 10 ounces of soda. What is the capacity of the smallest bottle?"
HB_EXP1_0044,arithmetic_v2_unit_conversion_0030,arithmetic,unit_conversion,,exact_numeric,A painting is 120 cm long. How many meters is that?
HB_EXP1_0045,arithmetic_v2_word_problems_0010,arithmetic,word_problems,,exact_numeric,"Jackson has 24 packs of highlighters to sell at the office. Each pack contains 6 highlighters. If he sells 4 packs, how many highlighters does he have left?"
HB_EXP1_0046,arithmetic_v2_estimation_0023,arithmetic,estimation,,short_text,"If a bookstore sells 300 books per day, about how many books does it sell in a week?"
HB_EXP1_0047,arithmetic_v2_mental_calculation_0001,arithmetic,mental_calculation,,exact_numeric,"A bookstore has 243 novels. If 79 novels are added, how many novels are in the bookstore now?"
HB_EXP1_0048,arithmetic_v2_numerical_reasoning_0041,arithmetic,numerical_reasoning,,short_text,A book is on sale for $8 and $10 at two different stores. Where is it cheapest?
HB_EXP1_0049,factual_v2_cross_domain_trivia_0047,factual,cross_domain_trivia,,short_text,"The acclaimed geologist Mary Anning wrote a popular science book called 'The Fossil Hunter', which explores the concept of which phenomenon that she is also known for discovering?"
HB_EXP1_0050,factual_v2_culture_0038,factual,culture,,short_text,Who wrote the famous novel 'Pride and Prejudice'?
HB_EXP1_0051,factual_v2_geography_0005,factual,geography,,short_text,What is the capital of Japan?
HB_EXP1_0052,factual_v2_history_0028,factual,history,,short_text,Who was the English queen who ruled during the 16th century and is famous for being a virgin?
HB_EXP1_0053,factual_v2_science_0018,factual,science,,short_text,What is the scientific term for the preserved remains of prehistoric creatures?
HB_EXP1_0054,factual_v2_cross_domain_trivia_0044,factual,cross_domain_trivia,,short_text,What type of rock is formed from the cooling and solidification of magma or lava?
HB_EXP1_0055,factual_v2_culture_0032,factual,culture,,short_text,Who composed the symphony 'Symphony No. 5'?
HB_EXP1_0056,factual_v2_geography_0008,factual,geography,,short_text,What is the most well-known city in China?
HB_EXP1_0057,factual_v2_history_0024,factual,history,,short_text,Who led China during World War II?
HB_EXP1_0058,factual_v2_science_0017,factual,science,,short_text,What is the chemical formula for carbon dioxide?
HB_EXP1_0059,factual_v2_cross_domain_trivia_0045,factual,cross_domain_trivia,,short_text,What is the chemical symbol for the lightest element?
HB_EXP1_0060,factual_v2_culture_0031,factual,culture,,short_text,Who painted 'The Starry Night'?
HB_EXP1_0061,factual_v2_geography_0001,factual,geography,,short_text,Which river is the longest in North America?
HB_EXP1_0062,factual_v2_history_0025,factual,history,,short_text,In what year did the Great Fire of London occur?
HB_EXP1_0063,factual_v2_science_0019,factual,science,,short_text,"What is the speed of light in a vacuum, in kilometers per hour?"
HB_EXP1_0064,factual_v2_cross_domain_trivia_0042,factual,cross_domain_trivia,,short_text,"Who was the husband of Mary Shelley, the author of 'Frankenstein'?"
HB_EXP1_0065,factual_v2_culture_0034,factual,culture,,short_text,Who is credited with the invention of the light bulb?
HB_EXP1_0066,factual_v2_geography_0007,factual,geography,,short_text,What is the world's largest rainforest by area?
HB_EXP1_0067,factual_v2_history_0022,factual,history,,short_text,What was the name of the treaty that ended the Franco-Prussian War?
HB_EXP1_0068,factual_v2_science_0010,factual,science,,short_text,What is the process by which crops convert sunlight into biomass?
HB_EXP1_0069,factual_v2_cross_domain_trivia_0049,factual,cross_domain_trivia,,short_text,What type of musical instrument is often associated with the jazz genre and was popularized by Louis Armstrong?
HB_EXP1_0070,factual_v2_culture_0033,factual,culture,,short_text,What is the name of the famous novel by Herman Melville that begins with the line 'Call me Ishmael'?
HB_EXP1_0071,factual_v2_geography_0002,factual,geography,,short_text,What is the world's largest desert by land area?
HB_EXP1_0072,factual_v2_history_0022,factual,history,,short_text,Who was the leader of the United Kingdom during the Falklands War?
HB_EXP1_0073,factual_v2_science_0011,factual,science,,short_text,What is the largest planet that orbits the Sun?
HB_EXP1_0074,factual_v2_cross_domain_trivia_0046,factual,cross_domain_trivia,,short_text,What ancient Greek philosopher also made significant contributions to the field of biology?
HB_EXP1_0075,factual_v2_culture_0014,factual,culture,,short_text,Who is a famous German composer?
HB_EXP1_0076,factual_v2_geography_0003,factual,geography,,short_text,What is the capital of Canada?
HB_EXP1_0077,factual_v2_history_0022,factual,history,,short_text,What was the name of the treaty that ended the Austro-Prussian War?
HB_EXP1_0078,factual_v2_science_0015,factual,science,,short_text,What is the smallest entity that can be considered alive?
HB_EXP1_0079,factual_v2_cross_domain_trivia_0041,factual,cross_domain_trivia,,short_text,What is the largest planet in our solar system?
HB_EXP1_0080,factual_v2_culture_0030,factual,culture,,short_text,Who painted the famous artwork 'The Persistence of Memory'?
HB_EXP1_0081,factual_v2_geography_0002,factual,geography,,short_text,What is the world's largest desert by land area?
HB_EXP1_0082,factual_v2_history_0020,factual,history,,short_text,In which year did the Chinese Revolution begin?
HB_EXP1_0083,factual_v2_science_0010,factual,science,,short_text,How do green algae convert light energy from the sun into organic compounds?
HB_EXP1_0084,factual_v2_cross_domain_trivia_0041,factual,cross_domain_trivia,,short_text,What is the name of the chemical element that is also the name of a heavy metal band?
HB_EXP1_0085,factual_v2_culture_0032,factual,culture,,short_text,Who invented the light bulb?
HB_EXP1_0086,factual_v2_geography_0005,factual,geography,,short_text,What is the capital of the country where the Amazon rainforest is located?
HB_EXP1_0087,factual_v2_history_0026,factual,history,,short_text,Who was the ancient Greek historian known for his book 'The Histories'?
HB_EXP1_0088,factual_v2_science_0014,factual,science,,short_text,At what temperature does water boil in a laboratory setting in Celsius?
HB_EXP1_0089,factual_v2_cross_domain_trivia_0048,factual,cross_domain_trivia,,short_text,Who wrote the famous novel 'The Great Gatsby' and was also a soldier?
HB_EXP1_0090,factual_v2_culture_0035,factual,culture,,short_text,Who composed the famous symphony 'Symphony No. 9'?
HB_EXP1_0091,factual_v2_geography_0003,factual,geography,,short_text,What is the capital of Colombia?
HB_EXP1_0092,factual_v2_history_0028,factual,history,,short_text,Who was the English queen often called the 'Virgin Queen'?
HB_EXP1_0093,factual_v2_science_0014,factual,science,,short_text,At what temperature does water boil in Celsius?
HB_EXP1_0094,factual_v2_cross_domain_trivia_0049,factual,cross_domain_trivia,,short_text,"Jane Austen, a famous English novelist, lived during the reign of which king?"
HB_EXP1_0095,factual_v2_culture_0039,factual,culture,,short_text,Who wrote the famous play 'Romeo and Juliet'?
HB_EXP1_0096,factual_v2_geography_0004,factual,geography,,short_text,Which state has the longest coastline in the United States?
HB_EXP1_0097,linguistic_v2_ambiguity_resolution_0023,linguistic,ambiguity_resolution,,short_text,What are two possible meanings of the sentence: 'The woman heard the man with the phone.'
HB_EXP1_0098,linguistic_v2_grammar_correction_0043,linguistic,grammar_correction,,short_text,Is there a grammatical error in: 'The book is on the table.'
HB_EXP1_0099,linguistic_v2_morphology_0018,linguistic,morphology,,short_text,What is the morphological decomposition of 'nonconformity'?
HB_EXP1_0100,linguistic_v2_register_formality_0032,linguistic,register_formality,,short_text,Is the phrase 'I'm totally amped for the festival' suitable for a job interview at a conservative company?
HB_EXP1_0101,linguistic_v2_syntax_parsing_0002,linguistic,syntax_parsing,,short_text,"In the sentence 'The organization, which was established in 1920, provides vital services', what word does 'which was established in 1920' modify?"
HB_EXP1_0102,linguistic_v2_ambiguity_resolution_0021,linguistic,ambiguity_resolution,,short_text,Which reading is more natural given the context: 'The researcher is studying a report on the plane.' - 'The researcher is studying a report that is about the plane.' or 'The researcher is studying a report while on the plane.'
HB_EXP1_0103,linguistic_v2_grammar_correction_0043,linguistic,grammar_correction,,short_text,"What is the grammatical error in: 'If I was a famous actor, I would win an Oscar.'"
HB_EXP1_0104,linguistic_v2_morphology_0014,linguistic,morphology,,short_text,What is the morphological decomposition of 'disenthusiastically'?
HB_EXP1_0105,linguistic_v2_register_formality_0033,linguistic,register_formality,,short_text,Rewrite in informal register: 'I am delighted to announce the forthcoming nuptials of my esteemed colleague.'
HB_EXP1_0106,linguistic_v2_syntax_parsing_0004,linguistic,syntax_parsing,,short_text,"In the sentence ""The song, composed by a talented musician, is a hit"", what word does ""composed by a talented musician"" modify?"
HB_EXP1_0107,linguistic_v2_ambiguity_resolution_0022,linguistic,ambiguity_resolution,,short_text,Give two interpretations of: 'I'm searching for a pencil to draw with.'
HB_EXP1_0108,linguistic_v2_grammar_correction_0045,linguistic,grammar_correction,,short_text,"What is the grammatical error in: 'The company has laid off hundreds of employees, but the CEO says they is still hiring.'"
HB_EXP1_0109,linguistic_v2_morphology_0011,linguistic,morphology,,short_text,What prefix in 'impossible' indicates 'not'?
HB_EXP1_0110,linguistic_v2_register_formality_0035,linguistic,register_formality,,short_text,Is the phrase 'I'm gonna grab a snack' suitable for a job interview?
HB_EXP1_0111,linguistic_v2_syntax_parsing_0006,linguistic,syntax_parsing,,short_text,"In the sentence 'The city's population, which was small, is now larger', what word does the clause 'which was small' modify?"
HB_EXP1_0112,linguistic_v2_ambiguity_resolution_0021,linguistic,ambiguity_resolution,,short_text,Which reading is more natural given the context: 'The author is editing a manuscript on the ferry.' - 'The author is editing a manuscript that is about the ferry.' or 'The author is editing a manuscript while on the ferry.'
HB_EXP1_0113,linguistic_v2_grammar_correction_0049,linguistic,grammar_correction,,short_text,What is the grammatical error in: 'The hotel's promise is to provide it's guests with a comfortable stay.'
HB_EXP1_0114,linguistic_v2_morphology_0012,linguistic,morphology,,short_text,What is the derivational history of 'unaccountable'?
HB_EXP1_0115,linguistic_v2_register_formality_0035,linguistic,register_formality,,short_text,Is the phrase 'I'm gonna grab a snack' too casual for work?
HB_EXP1_0116,linguistic_v2_syntax_parsing_0005,linguistic,syntax_parsing,,short_text,"In the sentence ""The athletes, worn out from the intense training, recovered at the gym"", what word does ""worn out from the intense training"" modify?"
HB_EXP1_0117,linguistic_v2_ambiguity_resolution_0028,linguistic,ambiguity_resolution,,short_text,Provide two interpretations of: 'The new curriculum is impacting the students who are in their final year.'
HB_EXP1_0118,linguistic_v2_grammar_correction_0044,linguistic,grammar_correction,,short_text,Identify the grammatical error in: 'The new law applies to all residents whom are living in the city.'
HB_EXP1_0119,linguistic_v2_morphology_0012,linguistic,morphology,,short_text,What is the derivational history of 'irreplaceable'?
HB_EXP1_0120,linguistic_v2_register_formality_0036,linguistic,register_formality,,short_text,Is the phrase 'Talk to you later!' formal or informal?
HB_EXP1_0121,linguistic_v2_syntax_parsing_0000,linguistic,syntax_parsing,,short_text,"In the sentence ""The manager, who was very experienced, supervised the team"", what word does ""who was very experienced"" modify?"
HB_EXP1_0122,linguistic_v2_ambiguity_resolution_0023,linguistic,ambiguity_resolution,,short_text,Which reading is more natural given the context: 'The mentor gave the apprentice a guide to read over the vacation.' - 'The mentor gave the apprentice a guide that is about vacations.' or 'The mentor gave the apprentice a guide to read during the vacation.'
HB_EXP1_0123,linguistic_v2_grammar_correction_0042,linguistic,grammar_correction,,short_text,Identify the grammatical error in: 'The software company will have been developing apps for 25 years by the time it launches its new product.'
HB_EXP1_0124,linguistic_v2_morphology_0012,linguistic,morphology,,short_text,What is the derivational history of 'unrecognizable'?
HB_EXP1_0125,linguistic_v2_register_formality_0038,linguistic,register_formality,,short_text,Identify the register of the phrase: 'I'm stoked to be attending the concert tonight!'
HB_EXP1_0126,linguistic_v2_syntax_parsing_0003,linguistic,syntax_parsing,,short_text,"In the sentence 'The musicians, enthusiastic about jazz, performed the concert', what word does 'enthusiastic about jazz' modify?"
HB_EXP1_0127,linguistic_v2_ambiguity_resolution_0027,linguistic,ambiguity_resolution,,short_text,What does 'The journalist interviewed the politician with a microphone' mean in a normal conversation?
HB_EXP1_0128,linguistic_v2_grammar_correction_0043,linguistic,grammar_correction,,short_text,What is the grammatical error in: 'The team are going to the game.'
HB_EXP1_0129,linguistic_v2_morphology_0019,linguistic,morphology,,short_text,What is the morphological decomposition of 'renew'?
HB_EXP1_0130,linguistic_v2_register_formality_0031,linguistic,register_formality,,short_text,Why did they create the new rule?
HB_EXP1_0131,linguistic_v2_syntax_parsing_0005,linguistic,syntax_parsing,,short_text,"In the sentence ""The hikers, drained from the steep climb, camped at the summit"", what word does ""drained from the steep climb"" modify?"
HB_EXP1_0132,linguistic_v2_ambiguity_resolution_0024,linguistic,ambiguity_resolution,,short_text,Provide two distinct interpretations of the sentence: 'The coach is meeting with the players who are on the injured list.'
HB_EXP1_0133,linguistic_v2_grammar_correction_0047,linguistic,grammar_correction,,short_text,"What is the grammatical error in: 'The new designer, whom the art director hired last year, are very creative.'"
HB_EXP1_0134,linguistic_v2_morphology_0010,linguistic,morphology,,short_text,What is the root morpheme of 'illegitimacy'?
HB_EXP1_0135,linguistic_v2_register_formality_0039,linguistic,register_formality,,short_text,What's the 411?
HB_EXP1_0136,linguistic_v2_syntax_parsing_0008,linguistic,syntax_parsing,,short_text,"In the sentence 'The book on the table, which is old, belongs to me', what word does the clause 'which is old' modify?"
HB_EXP1_0137,linguistic_v2_ambiguity_resolution_0028,linguistic,ambiguity_resolution,,short_text,Give two interpretations of: 'The new policy is affecting the employees who are over 40.'
HB_EXP1_0138,linguistic_v2_grammar_correction_0019,linguistic,grammar_correction,,short_text,What is the grammatical error in the sentence: 'The team are going to the game.'
HB_EXP1_0139,linguistic_v2_morphology_0017,linguistic,morphology,,short_text,What suffix in 'humanism' forms a noun indicating a doctrine or system?
HB_EXP1_0140,linguistic_v2_register_formality_0033,linguistic,register_formality,,short_text,Rewrite in informal register: 'I am delighted to announce the forthcoming arrival of my cherished cousin.'
HB_EXP1_0141,linguistic_v2_syntax_parsing_0004,linguistic,syntax_parsing,,short_text,"In the sentence 'The poem, penned by a celebrated poet, is a masterpiece', what word does 'penned by a celebrated poet' modify?"
HB_EXP1_0142,linguistic_v2_ambiguity_resolution_0023,linguistic,ambiguity_resolution,,short_text,What are two possible meanings of the sentence: 'The girl saw the boy with the binoculars.'
HB_EXP1_0143,linguistic_v2_grammar_correction_0047,linguistic,grammar_correction,,short_text,"What is the grammatical error in: 'The painting, which is on the wall, are for sale.'"
