item_id,task_id,domain_pair,domain_a,domain_b,subcategory_a,subcategory_b,difficulty_a,difficulty_b,task_text,part1_text,part2_text,decision_options,decision_a,answer_a,decision_b,answer_b,participant_confidence,notes
HB_EXP9_0058,fixed_fac_pro_030_03,factual+procedural,factual,procedural,culture_arts,error_detection,easy,medium,A chemistry teacher covers element symbols and chemical storage procedures.,What is the chemical symbol for sodium?,Chemical storage: (1) label container (2) check compatibility (3) store in designated area (4) log in inventory (5) lock cabinet. Technician stores chemical before logging inventory. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,Na,PROCEED,no,medium,
HB_EXP9_0059,fixed_fac_pro_030_02,factual+procedural,factual,procedural,science_facts,constraint_following,easy,medium,A biology teacher covers heart rate facts and experimental procedures.,What is the normal resting heart rate range for healthy adults (in bpm)?,Experiment protocol: (1) establish baseline heart rate (2) exercise 10 min (3) measure heart rate immediately (4) record results (5) repeat 3 times. Researcher measures heart rate before exercising. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,60 to 100,PROCEED,no,medium,
HB_EXP9_0060,fixed_fac_pro_030_07,factual+procedural,factual,procedural,science_facts,constraint_following,easy,medium,A biology teacher covers heart rate facts and experimental procedures.,What is the normal resting heart rate range for healthy adults (in bpm)?,Experiment protocol: (1) establish baseline heart rate (2) exercise 10 min (3) measure heart rate immediately (4) record results (5) repeat 3 times. Researcher measures heart rate before exercising. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,60 to 100,USE_TOOL,,low,B:USE_TOOL
HB_EXP9_0061,fixed_fac_soc_029_02,factual+social,factual,social,culture_arts,pragmatic_implicature,easy,hard,A science communicator connects discoveries and public behaviour.,Which gas do plants primarily absorb during photosynthesis?,Researcher presents findings contradicting a popular belief. Audience becomes hostile. Phenomenon? A) Confirmation bias  B) Dunning-Kruger  C) Groupthink  D) Bystander effect,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,carbon dioxide,PROCEED,A,medium,
HB_EXP9_0062,fixed_fac_soc_029_07,factual+social,factual,social,culture_arts,pragmatic_implicature,easy,hard,A science communicator connects discoveries and public behaviour.,Which gas do plants primarily absorb during photosynthesis?,Researcher presents findings contradicting a popular belief. Audience becomes hostile. Phenomenon? A) Confirmation bias  B) Dunning-Kruger  C) Groupthink  D) Bystander effect,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,carbon dioxide,FLAG_FOR_REVIEW,,low,B:FLAG_FOR_REVIEW
HB_EXP9_0063,fixed_fac_soc_029_03,factual+social,factual,social,general_knowledge,emotion_recognition,easy,medium,An educator teaches history and classroom dynamics.,Which empire built the Colosseum in Rome? A) Greek  B) Ottoman  C) Roman  D) Byzantine,"A student always answers first and loudly, even when wrong. Others stop raising hands. What norm is disrupted?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,C,PROCEED,equitable participation or turn-taking,medium,
HB_EXP9_0064,fixed_soc_fac_026_01,factual+social,social,factual,emotion_recognition,geography,medium,easy,An HR manager handles a conflict.,An employee keeps interrupting colleagues. When addressed says 'I was just adding ideas.' What social norm is violated?,Capital city of Australia? A) Sydney  B) Melbourne  C) Canberra  D) Brisbane,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,FLAG_FOR_REVIEW,,PROCEED,C,low,A:FLAG_FOR_REVIEW
HB_EXP9_0065,fixed_fac_soc_029_00,factual+social,factual,social,geography,perspective_taking,easy,medium,A travel consultant advises clients on geography and customs.,Largest ocean on Earth? A) Atlantic  B) Indian  C) Pacific  D) Arctic,A tourist in Japan receives a business card. Culturally appropriate handling?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,C,USE_TOOL,,low,B:USE_TOOL
HB_EXP9_0066,fixed_soc_fac_026_04,factual+social,social,factual,conflict_resolution,general_knowledge,medium,easy,A journalist covers social dynamics and history.,"A person gives a gift and the recipient opens it without comment. In most Western contexts, is this polite?",Who wrote 'Pride and Prejudice'?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,Jane Austen,medium,
HB_EXP9_0067,fixed_spa_fac_012_07,factual+spatial,spatial,factual,2d_geometry,geography,hard,easy,A science teacher covers volumes and biology.,"Spherical cell model: radius 0.05m. Volume in m³ (V = 4/3πr³, π ≈ 3.14, to 6 decimal places)?",What is the basic unit of life?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,USE_TOOL,,PROCEED,cell,low,A:USE_TOOL
HB_EXP9_0068,fixed_spa_fac_012_02,factual+spatial,spatial,factual,2d_geometry,geography,hard,easy,A science teacher covers volumes and biology.,"Spherical cell model: radius 0.05m. Volume in m³ (V = 4/3πr³, π ≈ 3.14, to 6 decimal places)?",What is the basic unit of life?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,FLAG_FOR_REVIEW,,PROCEED,cell,low,A:FLAG_FOR_REVIEW
HB_EXP9_0069,fixed_spa_fac_012_04,factual+spatial,spatial,factual,grid_navigation,culture_arts,medium,easy,An oceanography teacher connects ocean dimensions to geography.,"Ocean trench: 11km deep, 80km wide at surface. If we model the cross-section as a triangle, approximate cross-sectional area in km²?",What is the name of the deepest point in the ocean?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,USE_TOOL,,PROCEED,Mariana Trench,low,A:USE_TOOL
HB_EXP9_0070,fixed_spa_fac_012_00,factual+spatial,spatial,factual,spatial_arrangement,general_knowledge,easy,easy,A geography teacher combines map reading with world knowledge.,Country A covers 9.6 million km². Country B covers 7.7 million km². Combined area in km²?,What is the largest country in the world by land area?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,17300000,PROCEED,Russia,high,
HB_EXP9_0071,fixed_spa_fac_012_03,factual+spatial,spatial,factual,3d_geometry,science_facts,easy,easy,A physical education teacher covers court dimensions and sports facts.,Basketball court: 28m × 15m. Perimeter in metres?,How many players are on a standard basketball team on the court at one time?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,86,PROCEED,5,high,
HB_EXP9_0072,fixed_spa_fac_012_08,factual+spatial,spatial,factual,3d_geometry,science_facts,easy,easy,A physical education teacher covers court dimensions and sports facts.,Basketball court: 28m × 15m. Perimeter in metres?,How many players are on a standard basketball team on the court at one time?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,86,PROCEED,5,high,
HB_EXP9_0073,fixed_tem_fac_017_04,factual+temporal,temporal,factual,calendar_date,culture_arts,medium,easy,An astronomer tracks celestial cycles and recalls solar system facts.,Mars takes approximately 687 Earth days to orbit the Sun. How many Earth years is that? (to 1 decimal place),How many planets are in our solar system?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1.9,PROCEED,8,medium,
HB_EXP9_0074,fixed_tem_fac_017_07,factual+temporal,temporal,factual,duration_calculation,geography,medium,easy,A geography teacher covers time zones and world facts.,"Flight departs London at 9:00 AM GMT, arrives New York at 11:30 AM local time (EST, UTC−5). Flight duration?",What is the longest river in the world?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,7.5 hours,PROCEED,Nile,medium,
HB_EXP9_0075,fixed_tem_fac_017_02,factual+temporal,temporal,factual,duration_calculation,geography,medium,easy,A geography teacher covers time zones and world facts.,"Flight departs London at 9:00 AM GMT, arrives New York at 11:30 AM local time (EST, UTC−5). Flight duration?",What is the longest river in the world?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,7.5 hours,PROCEED,Nile,medium,
HB_EXP9_0076,fixed_tem_fac_017_06,factual+temporal,temporal,factual,scheduling,world_history,easy,easy,A science journalist covers space exploration milestones.,The International Space Station was first inhabited in November 2000. How many years had it been inhabited by November 2025?,What is the powerhouse of the cell?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,25,PROCEED,mitochondria,high,
HB_EXP9_0077,fixed_tem_fac_017_00,factual+temporal,temporal,factual,rate_time,general_knowledge,easy,easy,A history teacher combines timeline calculations with factual recall.,World War I began in 1914 and ended in 1918. Duration in years?,Who was the first President of the United States?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,4,PROCEED,George Washington,high,
HB_EXP9_0078,fixed_tem_fac_017_03,factual+temporal,temporal,factual,sequence_ordering,science_facts,easy,easy,A museum curator manages exhibition schedules and historical knowledge.,"Exhibition open 10:00 AM–6:00 PM, 5 days per week for 3 weeks. Total open hours?",In which country is the Louvre Museum located?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,120,USE_TOOL,,low,B:USE_TOOL
HB_EXP9_0079,fixed_log_lin_023_04,linguistic+logical,logical,linguistic,conditional_reasoning,active_passive,medium,medium,A researcher validates protocols and writes summaries.,No experiment with fewer than 30 participants is statistically valid. This study had 28. Valid?,Identify the error: 'The data shows that less participants responded positively.',PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,USE_TOOL,,low,B:USE_TOOL
HB_EXP9_0080,fixed_lin_log_019_02,linguistic+logical,linguistic,logical,register_style,constraint_satisfaction,medium,medium,A journalist edits copy and evaluates claims.,"Correct: 'Between you and I, the story needs more sources.' Correct pronoun?",Breaking news requires two independent sources. This story has two sources from the same newsroom. Requirement met?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,me,USE_TOOL,,low,B:USE_TOOL
HB_EXP9_0081,fixed_lin_log_019_07,linguistic+logical,linguistic,logical,register_style,constraint_satisfaction,medium,medium,A journalist edits copy and evaluates claims.,"Correct: 'Between you and I, the story needs more sources.' Correct pronoun?",Breaking news requires two independent sources. This story has two sources from the same newsroom. Requirement met?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,me,PROCEED,no,medium,
HB_EXP9_0082,fixed_lin_log_019_06,linguistic+logical,linguistic,logical,active_passive,pattern_inference,medium,medium,A legal editor reviews briefs and arguments.,"Which word is incorrect? 'The team have completed their reports, but the results needs reviewing.'","If no contract is signed, no work begins. No work has begun. Conclusion? A) A contract was signed  B) No contract was signed  C) Nothing can be concluded",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,needs,PROCEED,B,medium,
HB_EXP9_0083,fixed_log_lin_023_03,linguistic+logical,logical,linguistic,syllogisms,vocabulary_semantics,medium,medium,A software architect reviews logic and documentation.,"Function returns True if A AND (B OR C). A=True, B=False, C=True. Return value?",Antonym of 'deprecated'? A) Obsolete  B) Current  C) Supported  D) Removed,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,true,PROCEED,C,medium,
HB_EXP9_0084,fixed_lin_log_019_01,linguistic+logical,linguistic,logical,active_passive,pattern_inference,medium,medium,A legal editor reviews briefs and arguments.,"Which word is incorrect? 'The team have completed their reports, but the results needs reviewing.'","If no contract is signed, no work begins. No work has begun. Conclusion? A) A contract was signed  B) No contract was signed  C) Nothing can be concluded",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,FLAG_FOR_REVIEW,,PROCEED,B,low,A:FLAG_FOR_REVIEW
HB_EXP9_0085,fixed_lin_pro_022_07,linguistic+procedural,linguistic,procedural,grammar_syntax,protocol_compliance,medium,medium,A legal writer drafts contracts and checks filing procedures.,Which phrase is redundant? A) 'Final outcome'  B) 'Brief summary'  C) 'Past history'  D) All of the above,Contract filing: (1) draft (2) legal review (3) signature (4) notarise (5) file. Contract filed before being notarised. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,FLAG_FOR_REVIEW,,PROCEED,no,low,A:FLAG_FOR_REVIEW
HB_EXP9_0086,fixed_lin_pro_022_02,linguistic+procedural,linguistic,procedural,grammar_syntax,protocol_compliance,medium,medium,A legal writer drafts contracts and checks filing procedures.,Which phrase is redundant? A) 'Final outcome'  B) 'Brief summary'  C) 'Past history'  D) All of the above,Contract filing: (1) draft (2) legal review (3) signature (4) notarise (5) file. Contract filed before being notarised. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,D,PROCEED,no,medium,
HB_EXP9_0087,fixed_lin_pro_022_06,linguistic+procedural,linguistic,procedural,inference_meaning,step_sequencing,medium,easy,A policy writer drafts compliance documents and follows approval procedures.,Which sentence uses 'comprise' correctly? A) 'The team is comprised of 5 members.'  B) 'The team comprises 5 members.'  C) 'The team is comprising 5 members.',Compliance procedure: (1) identify issue (2) document finding (3) notify supervisor (4) implement corrective action (5) close out. An issue is resolved before the supervisor is notified. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,USE_TOOL,,PROCEED,no,low,A:USE_TOOL
HB_EXP9_0088,fixed_lin_pro_022_08,linguistic+procedural,linguistic,procedural,vocabulary_semantics,dependency_ordering,easy,medium,A publisher follows manuscript handling steps and checks editorial style.,Which is the correct spelling? A) Neccessary  B) Necessary  C) Necessery  D) Necesary,Manuscript handling: (1) submission (2) editorial assessment (3) peer review (4) revision (5) acceptance. Manuscript accepted before peer review. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,no,medium,
HB_EXP9_0089,fixed_lin_pro_022_03,linguistic+procedural,linguistic,procedural,vocabulary_semantics,dependency_ordering,easy,medium,A publisher follows manuscript handling steps and checks editorial style.,Which is the correct spelling? A) Neccessary  B) Necessary  C) Necessery  D) Necesary,Manuscript handling: (1) submission (2) editorial assessment (3) peer review (4) revision (5) acceptance. Manuscript accepted before peer review. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,no,medium,
HB_EXP9_0090,fixed_lin_pro_022_04,linguistic+procedural,linguistic,procedural,active_passive,constraint_following,medium,easy,A communications manager follows document approval procedures and checks grammar.,Identify the grammatical error: 'Each of the team members are responsible for their own tasks.',Approval process: (1) write (2) edit (3) legal review (4) sign-off (5) distribute. Document distributed without legal review. Protocol followed?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,USE_TOOL,,PROCEED,no,low,A:USE_TOOL
HB_EXP9_0091,fixed_lin_soc_021_04,linguistic+social,linguistic,social,register_style,pragmatic_implicature,medium,medium,A mediator uses de-escalation language and reads social cues.,What is the term for using language that avoids assigning blame? A) Passive language  B) 'I' statements  C) Jargon  D) Hedging,"During conflict resolution, Party A avoids eye contact, speaks quietly, and gives short answers. What might this most likely indicate? A) Disinterest  B) Intimidation or discomfort  C) Agreement with Party B  D) Cultural preference for silence",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,FLAG_FOR_REVIEW,,low,B:FLAG_FOR_REVIEW
HB_EXP9_0092,fixed_lin_soc_021_06,linguistic+social,linguistic,social,grammar_syntax,norm_violation,easy,medium,An HR professional writes policies and observes team culture.,Which is a euphemism for 'layoffs'? A) Rightsizing  B) Promotion  C) Expansion  D) Recruitment,An employee receives positive feedback but immediately deflects credit to their team. What social behaviour does this best represent? A) Insecurity  B) Modesty and collaborative culture  C) Poor communication  D) Incompetence,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,A,FLAG_FOR_REVIEW,,low,B:FLAG_FOR_REVIEW
HB_EXP9_0093,fixed_lin_soc_021_05,linguistic+social,linguistic,social,inference_meaning,emotion_recognition,easy,medium,A communications manager handles internal PR and workplace dynamics.,Which tone is most appropriate for a formal press release? A) Casual and conversational  B) Neutral and professional  C) Emotional and personal  D) Humorous and informal,An employee publicly disagrees with their manager in a team meeting. What professional norm is most at risk? A) Active listening  B) Punctuality  C) Chain of command or professional hierarchy  D) Dress code,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,B,PROCEED,C,medium,
HB_EXP9_0094,fixed_lin_soc_021_01,linguistic+social,linguistic,social,grammar_syntax,norm_violation,easy,medium,An HR professional writes policies and observes team culture.,Which is a euphemism for 'layoffs'? A) Rightsizing  B) Promotion  C) Expansion  D) Recruitment,An employee receives positive feedback but immediately deflects credit to their team. What social behaviour does this best represent? A) Insecurity  B) Modesty and collaborative culture  C) Poor communication  D) Incompetence,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,A,PROCEED,B,medium,
HB_EXP9_0095,fixed_lin_soc_021_07,linguistic+social,linguistic,social,vocabulary_semantics,perspective_taking,easy,medium,A team leader drafts meeting notes and reads team dynamics.,What is the passive voice version of: 'The team exceeded all targets'?,"In a meeting, one member dominates and others fall silent. What group dynamic is occurring? A) Synergy  B) Brainstorming  C) Social loafing  D) Social silencing",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,FLAG_FOR_REVIEW,,PROCEED,D,low,A:FLAG_FOR_REVIEW
HB_EXP9_0096,fixed_lin_soc_021_00,linguistic+social,linguistic,social,inference_meaning,emotion_recognition,easy,medium,A communications manager handles internal PR and workplace dynamics.,Which tone is most appropriate for a formal press release? A) Casual and conversational  B) Neutral and professional  C) Emotional and personal  D) Humorous and informal,An employee publicly disagrees with their manager in a team meeting. What professional norm is most at risk? A) Active listening  B) Punctuality  C) Chain of command or professional hierarchy  D) Dress code,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,FLAG_FOR_REVIEW,,PROCEED,C,low,A:FLAG_FOR_REVIEW
HB_EXP9_0097,fixed_spa_lin_009_04,linguistic+spatial,spatial,linguistic,2d_geometry,vocabulary_semantics,medium,medium,An urban planner writes reports on city blocks and uses precise language.,City block: 200m × 150m. Road removes 10m from each side (all four sides). Net block area in m²?,Which word correctly completes: 'The city _____ its public transport network in the 1990s.' A) expanded  B) has expanded  C) expands  D) had been expanding,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,23400,PROCEED,A,medium,
HB_EXP9_0098,fixed_spa_lin_009_07,linguistic+spatial,spatial,linguistic,spatial_arrangement,inference_meaning,medium,easy,A real estate agent calculates property area and writes listings.,"House: 3 bedrooms (12 m² each), 2 bathrooms (6 m² each), kitchen 15 m², living room 28 m². Total floor area in m²?",Identify the figure of speech in the listing: 'This kitchen is the heart of the home.',PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,91,PROCEED,metaphor,medium,
HB_EXP9_0099,fixed_spa_lin_009_03,linguistic+spatial,spatial,linguistic,distance_bearing,grammar_syntax,medium,easy,An engineer reviews piping specifications and technical vocabulary.,"Pipe cross-section: diameter 0.6m. Cross-sectional area in m² (π ≈ 3.14, to 2 decimal places)?",Synonym for 'structural' in an engineering context? A) Decorative  B) Load-bearing  C) Superficial  D) Auxiliary,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,0.28,PROCEED,B,medium,
HB_EXP9_0100,fixed_spa_lin_009_08,linguistic+spatial,spatial,linguistic,distance_bearing,grammar_syntax,medium,easy,An engineer reviews piping specifications and technical vocabulary.,"Pipe cross-section: diameter 0.6m. Cross-sectional area in m² (π ≈ 3.14, to 2 decimal places)?",Synonym for 'structural' in an engineering context? A) Decorative  B) Load-bearing  C) Superficial  D) Auxiliary,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,USE_TOOL,,PROCEED,B,low,A:USE_TOOL
HB_EXP9_0101,fixed_spa_lin_009_02,linguistic+spatial,spatial,linguistic,spatial_arrangement,inference_meaning,medium,easy,A real estate agent calculates property area and writes listings.,"House: 3 bedrooms (12 m² each), 2 bathrooms (6 m² each), kitchen 15 m², living room 28 m². Total floor area in m²?",Identify the figure of speech in the listing: 'This kitchen is the heart of the home.',PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,91,PROCEED,metaphor,medium,
HB_EXP9_0102,fixed_spa_lin_009_05,linguistic+spatial,spatial,linguistic,3d_geometry,active_passive,easy,easy,An architect prepares building plans and technical documentation.,"Building footprint 30m × 20m. Three floors, each with the same footprint. Total gross floor area in m²?",Identify the grammatical error: 'The blueprints was revised by the engineering team.',PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,1800,PROCEED,was should be were,high,
HB_EXP9_0103,fixed_pro_log_032_08,logical+procedural,procedural,logical,protocol_compliance,boolean_logic,medium,medium,A data engineer validates a pipeline.,"Pipeline steps: (1) ingest (2) validate (3) transform (4) load. Steps ran in order: 1, 3, 2, 4. Correct order?","Rule: transformations require validated data. In this run, was the rule satisfied before the load step?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,USE_TOOL,,low,B:USE_TOOL
HB_EXP9_0104,fixed_pro_log_032_03,logical+procedural,procedural,logical,protocol_compliance,boolean_logic,medium,medium,A data engineer validates a pipeline.,"Pipeline steps: (1) ingest (2) validate (3) transform (4) load. Steps ran in order: 1, 3, 2, 4. Correct order?","Rule: transformations require validated data. In this run, was the rule satisfied before the load step?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,no,medium,
HB_EXP9_0105,fixed_pro_log_032_04,logical+procedural,procedural,logical,dependency_ordering,pattern_inference,medium,medium,A lab technician follows sample handling procedures.,Steps: (1) label (2) refrigerate (3) centrifuge (4) analyse. Technician centrifuged before labelling. All pre-analysis steps correct?,Rule: unlabelled samples must not be centrifuged. Was this rule violated?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,FLAG_FOR_REVIEW,,PROCEED,yes,low,A:FLAG_FOR_REVIEW
HB_EXP9_0106,fixed_pro_log_032_02,logical+procedural,procedural,logical,step_sequencing,conditional_reasoning,easy,easy,A pharmacist checks dispensing protocol.,Protocol: (1) verify prescription (2) check allergies (3) prepare medication (4) counsel patient. Pharmacist skipped step 2. Protocol complete?,"Rule: if allergy check is skipped, the dispensing is invalid. Based on your answer, is this dispensing valid?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,PROCEED,no,high,
HB_EXP9_0107,fixed_pro_log_032_05,logical+procedural,procedural,logical,constraint_following,constraint_satisfaction,easy,easy,A quality engineer follows testing protocols.,Protocol: (1) calibrate (2) sample (3) test (4) log (5) review. Step 3 was done before step 2. Protocol violated?,Rule: log only tested samples. An untested sample was logged. Rule violated?,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,PROCEED,yes,high,
HB_EXP9_0108,fixed_pro_log_032_07,logical+procedural,procedural,logical,step_sequencing,conditional_reasoning,easy,easy,A pharmacist checks dispensing protocol.,Protocol: (1) verify prescription (2) check allergies (3) prepare medication (4) counsel patient. Pharmacist skipped step 2. Protocol complete?,"Rule: if allergy check is skipped, the dispensing is invalid. Based on your answer, is this dispensing valid?",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,USE_TOOL,,PROCEED,no,low,A:USE_TOOL
HB_EXP9_0109,fixed_log_soc_025_07,logical+social,logical,social,boolean_logic,conflict_resolution,easy,hard,A negotiator checks agreement conditions and reads social dynamics.,Agreement holds only if BOTH parties comply. One party complied; the other did not. Is the agreement in force?,The non-compliant party claims ignorance of the terms. What social mechanism is this? A) Bad faith negotiation  B) Plausible deniability  C) Competitive bargaining  D) Escalation,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,USE_TOOL,,low,B:USE_TOOL
HB_EXP9_0110,fixed_log_soc_025_02,logical+social,logical,social,boolean_logic,conflict_resolution,easy,hard,A negotiator checks agreement conditions and reads social dynamics.,Agreement holds only if BOTH parties comply. One party complied; the other did not. Is the agreement in force?,The non-compliant party claims ignorance of the terms. What social mechanism is this? A) Bad faith negotiation  B) Plausible deniability  C) Competitive bargaining  D) Escalation,PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,no,FLAG_FOR_REVIEW,,low,B:FLAG_FOR_REVIEW
HB_EXP9_0111,fixed_log_soc_025_00,logical+social,logical,social,syllogisms,norm_violation,easy,medium,An HR professional applies policies and reads workplace dynamics.,Policy: confidential information must not be shared outside the team. A team member shares it with an adjacent department. Policy violated?,"After this violation, team trust declines. What is the most likely driver? A) The team is oversensitive  B) Breach of confidentiality damages psychological safety  C) Rules are too strict  D) Information sharing is positive",PROCEED | USE_TOOL | FLAG_FOR_REVIEW,PROCEED,yes,PROCEED,B,medium,
