question_id,domain,subcategory,difficulty,source_dataset,source_question_id,transformation_type,parent_question_id,cross_llm_agreement,difficulty_validated,answer_type
,arithmetic,numerical_reasoning,easy,math_dataset,train_7502_var_2,surface_variation,train_7502,0.6666666666666666,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_7148_var_4,surface_variation,train_7148,1.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_6527_var_4,surface_variation,train_6527,0.6666666666666666,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_6993_var_3,surface_variation,train_6993,0.6666666666666666,True,exact_numeric
,arithmetic,word_problems,adversarial,gsm8k,train_6225_var_2,surface_variation,train_6225,1.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_160_var_4,surface_variation,train_160,1.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_1931_var_4,surface_variation,train_1931,0.0,True,exact_numeric
,arithmetic,word_problems,easy,gsm8k,test_644_var_1,surface_variation,test_644,1.0,True,exact_numeric
,arithmetic,mental_calculation,hard,math_dataset,test_5_var_4,surface_variation,test_5,0.6666666666666666,True,exact_numeric
,arithmetic,mental_calculation,hard,math_dataset,train_7682_var_1,surface_variation,train_7682,0.0,True,exact_numeric
,arithmetic,numerical_reasoning,medium,math_dataset,train_11996_var_1,surface_variation,train_11996,0.5,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_1660_var_3,surface_variation,train_1660,1.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_6321_var_1,surface_variation,train_6321,0.5,True,exact_numeric
,arithmetic,word_problems,easy,gsm8k,test_65_var_1,surface_variation,test_65,1.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_6993_var_4,surface_variation,train_6993,1.0,True,exact_numeric
,arithmetic,mental_calculation,hard,math_dataset,test_67_var_4,surface_variation,test_67,1.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,test_644_var_3,surface_variation,test_644,1.0,True,exact_numeric
,arithmetic,mental_calculation,hard,math_dataset,train_7682_var_3,surface_variation,train_7682,1.0,True,exact_numeric
,arithmetic,mental_calculation,hard,math_dataset,test_67_var_2,surface_variation,test_67,1.0,True,exact_numeric
,arithmetic,word_problems,easy,gsm8k,train_6691_var_3,surface_variation,train_6691,1.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,test_479_var_2,surface_variation,test_479,0.6666666666666666,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_4859_var_1,surface_variation,train_4859,1.0,True,exact_numeric
,arithmetic,numerical_reasoning,hard,math_dataset,train_11996_var_3,surface_variation,train_11996,0.0,True,exact_numeric
,arithmetic,mental_calculation,hard,math_dataset,train_1240_var_1,surface_variation,train_1240,1.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_6993_var_1,surface_variation,train_6993,1.0,True,exact_numeric
,arithmetic,numerical_reasoning,hard,math_dataset,train_2548_var_4,surface_variation,train_2548,0.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_4384_var_2,surface_variation,train_4384,1.0,True,exact_numeric
,arithmetic,mental_calculation,adversarial,math_dataset,train_7823_var_2,surface_variation,train_7823,1.0,True,exact_numeric
,arithmetic,numerical_reasoning,medium,math_dataset,train_7972_var_3,surface_variation,train_7972,1.0,True,exact_numeric
,arithmetic,mental_calculation,hard,math_dataset,train_9838_var_1,surface_variation,train_9838,1.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_7148_var_2,surface_variation,train_7148,1.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_160_var_3,surface_variation,train_160,0.5,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,test_479_var_3,surface_variation,test_479,0.6666666666666666,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_7131_var_1,surface_variation,train_7131,0.5,True,exact_numeric
,arithmetic,word_problems,adversarial,gsm8k,train_6993_var_2,surface_variation,train_6993,1.0,True,exact_numeric
,arithmetic,mental_calculation,hard,math_dataset,train_289_var_1,surface_variation,train_289,0.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_1931_var_1,surface_variation,train_1931,0.5,True,exact_numeric
,arithmetic,numerical_reasoning,hard,math_dataset,train_7972_var_4,surface_variation,train_7972,1.0,True,exact_numeric
,arithmetic,mental_calculation,easy,bigbench,simple_arithmetic_json_0_var_1,surface_variation,simple_arithmetic_json_0,1.0,True,exact_numeric
,arithmetic,mental_calculation,easy,bigbench,simple_arithmetic_json_0_var_4,surface_variation,simple_arithmetic_json_0,1.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_6321_var_2,surface_variation,train_6321,1.0,True,exact_numeric
,arithmetic,word_problems,adversarial,gsm8k,train_4384_var_3,surface_variation,train_4384,1.0,True,exact_numeric
,arithmetic,mental_calculation,hard,math_dataset,test_67_var_3,surface_variation,test_67,1.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_4384_var_1,surface_variation,train_4384,1.0,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,test_0_var_2,surface_variation,test_0,0.6666666666666666,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_7148_var_3,surface_variation,train_7148,1.0,True,exact_numeric
,arithmetic,word_problems,easy,gsm8k,train_6691_var_2,surface_variation,train_6691,1.0,True,exact_numeric
,arithmetic,word_problems,easy,gsm8k,train_6527_var_2,surface_variation,train_6527,0.6666666666666666,True,exact_numeric
,arithmetic,word_problems,hard,gsm8k,train_1931_var_2,surface_variation,train_1931,0.6666666666666666,True,exact_numeric
,arithmetic,word_problems,easy,gsm8k,train_4384_var_4,surface_variation,train_4384,0.6666666666666666,True,exact_numeric
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_4700_var_2,surface_variation,qa_wikidata_4700,1.0,True,short_text
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_4700_var_2,surface_variation,qa_wikidata_4700,1.0,True,short_text
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_20386_var_4,surface_variation,qa_wikidata_20386,1.0,True,short_text
,factual,cross_domain_trivia,hard,triviaqa,train_322_var_4,surface_variation,train_322,1.0,True,short_text
,factual,science,easy,arc,ARC-Easy_train_965_var_2,surface_variation,ARC-Easy_train_965,1.0,True,multiple_choice
,factual,cross_domain_trivia,easy,triviaqa,test_3285_var_2,surface_variation,test_3285,1.0,True,short_text
,factual,cross_domain_trivia,easy,triviaqa,validation_2651_var_2,surface_variation,validation_2651,1.0,True,short_text
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_19545_var_1,surface_variation,qa_wikidata_19545,1.0,True,short_text
,factual,cross_domain_trivia,hard,bigbench,qa_wikidata_15528_var_2,surface_variation,qa_wikidata_15528,1.0,True,short_text
,factual,science,easy,arc,ARC-Easy_test_953_var_3,surface_variation,ARC-Easy_test_953,1.0,True,multiple_choice
,factual,science,easy,arc,ARC-Challenge_train_56_var_1,surface_variation,ARC-Challenge_train_56,1.0,True,multiple_choice
,factual,cross_domain_trivia,hard,triviaqa,validation_2576_var_2,surface_variation,validation_2576,0.6666666666666666,True,short_text
,factual,cross_domain_trivia,easy,triviaqa,validation_2651_var_4,surface_variation,validation_2651,1.0,True,short_text
,factual,science,easy,arc,ARC-Easy_train_1139_var_1,surface_variation,ARC-Easy_train_1139,1.0,True,multiple_choice
,factual,cross_domain_trivia,easy,triviaqa,validation_4546_var_4,surface_variation,validation_4546,0.6666666666666666,True,short_text
,factual,cross_domain_trivia,easy,triviaqa,test_4701_var_2,surface_variation,test_4701,1.0,True,short_text
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_11120_var_4,surface_variation,qa_wikidata_11120,1.0,True,short_text
,factual,science,easy,arc,ARC-Easy_train_2206_var_1,surface_variation,ARC-Easy_train_2206,1.0,True,multiple_choice
,factual,cross_domain_trivia,hard,bigbench,qa_wikidata_18726_var_4,surface_variation,qa_wikidata_18726,1.0,True,short_text
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_14246_var_4,surface_variation,qa_wikidata_14246,1.0,True,short_text
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_20386_var_4,surface_variation,qa_wikidata_20386,1.0,True,short_text
,factual,science,easy,arc,ARC-Easy_test_953_var_2,surface_variation,ARC-Easy_test_953,1.0,True,multiple_choice
,factual,cross_domain_trivia,easy,triviaqa,test_0_var_4,surface_variation,test_0,1.0,True,short_text
,factual,science,hard,arc,ARC-Challenge_test_271_var_4,surface_variation,ARC-Challenge_test_271,1.0,True,multiple_choice
,factual,science,hard,arc,ARC-Challenge_test_761_var_1,surface_variation,ARC-Challenge_test_761,1.0,True,multiple_choice
,factual,cross_domain_trivia,hard,triviaqa,train_4053_var_4,surface_variation,train_4053,1.0,True,short_text
,factual,science,easy,arc,ARC-Easy_train_1197_var_1,surface_variation,ARC-Easy_train_1197,1.0,True,multiple_choice
,factual,cross_domain_trivia,hard,bigbench,qa_wikidata_18726_var_2,surface_variation,qa_wikidata_18726,1.0,True,short_text
,factual,cross_domain_trivia,adversarial,triviaqa,train_131_var_1,surface_variation,train_131,1.0,True,short_text
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_13408_var_3,surface_variation,qa_wikidata_13408,1.0,True,short_text
,factual,cross_domain_trivia,adversarial,bigbench,qa_wikidata_11120_var_1,surface_variation,qa_wikidata_11120,1.0,True,short_text
,factual,science,hard,arc,ARC-Challenge_test_761_var_2,surface_variation,ARC-Challenge_test_761,1.0,True,multiple_choice
,factual,cross_domain_trivia,easy,triviaqa,test_4268_var_1,surface_variation,test_4268,1.0,True,short_text
,factual,science,easy,arc,ARC-Easy_test_953_var_4,surface_variation,ARC-Easy_test_953,1.0,True,multiple_choice
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_11120_var_2,surface_variation,qa_wikidata_11120,1.0,True,short_text
,factual,cross_domain_trivia,easy,triviaqa,train_131_var_3,surface_variation,train_131,0.6666666666666666,True,short_text
,factual,cross_domain_trivia,hard,triviaqa,test_4701_var_1,surface_variation,test_4701,1.0,True,short_text
,factual,cross_domain_trivia,adversarial,triviaqa,validation_2576_var_4,surface_variation,validation_2576,0.3333333333333333,True,short_text
,factual,cross_domain_trivia,adversarial,triviaqa,train_131_var_4,surface_variation,train_131,1.0,True,short_text
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_14246_var_1,surface_variation,qa_wikidata_14246,1.0,True,short_text
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_11120_var_3,surface_variation,qa_wikidata_11120,1.0,True,short_text
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_16943_var_1,surface_variation,qa_wikidata_16943,1.0,True,short_text
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_2585_var_4,surface_variation,qa_wikidata_2585,0.6666666666666666,True,short_text
,factual,science,hard,arc,ARC-Challenge_test_0_var_2,surface_variation,ARC-Challenge_test_0,1.0,True,multiple_choice
,factual,science,easy,arc,ARC-Easy_test_1190_var_2,surface_variation,ARC-Easy_test_1190,1.0,True,multiple_choice
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_13408_var_3,surface_variation,qa_wikidata_13408,1.0,True,short_text
,factual,cross_domain_trivia,hard,bigbench,qa_wikidata_19035_var_2,surface_variation,qa_wikidata_19035,1.0,True,short_text
,factual,cross_domain_trivia,hard,bigbench,qa_wikidata_18726_var_3,surface_variation,qa_wikidata_18726,1.0,True,short_text
,factual,cross_domain_trivia,easy,bigbench,qa_wikidata_15528_var_4,surface_variation,qa_wikidata_15528,1.0,True,short_text
,factual,cross_domain_trivia,hard,triviaqa,train_3364_var_4,surface_variation,train_3364,0.6666666666666666,True,short_text
linguistic_ambiguity_resolution_0017,linguistic,ambiguity_resolution,hard,llm_generated,llm_linguistic_ambiguity_resolution_001_1771321915_var_2,surface_variation,linguistic_ambiguity_resolution_0017,1.0,True,short_text
linguistic_ambiguity_resolution_0021,linguistic,ambiguity_resolution,hard,llm_generated,llm_linguistic_ambiguity_resolution_005_1771321915_var_2,surface_variation,linguistic_ambiguity_resolution_0021,1.0,True,short_text
linguistic_ambiguity_resolution_0020,linguistic,ambiguity_resolution,hard,llm_generated,llm_linguistic_ambiguity_resolution_004_1771321915_var_2,surface_variation,linguistic_ambiguity_resolution_0020,0.6666666666666666,True,short_text
linguistic_register_formality_0031,linguistic,register_formality,hard,llm_generated,llm_linguistic_register_formality_007_1771321920_var_2,surface_variation,linguistic_register_formality_0031,1.0,True,short_text
linguistic_morphology_0014,linguistic,morphology,easy,llm_generated,llm_linguistic_morphology_006_1771321908_var_1,surface_variation,linguistic_morphology_0014,1.0,True,short_text
linguistic_register_formality_0028,linguistic,register_formality,easy,llm_generated,llm_linguistic_register_formality_004_1771321920_var_2,surface_variation,linguistic_register_formality_0028,1.0,True,short_text
linguistic_ambiguity_resolution_0019,linguistic,ambiguity_resolution,hard,llm_generated,llm_linguistic_ambiguity_resolution_003_1771321915_var_1,surface_variation,linguistic_ambiguity_resolution_0019,1.0,True,short_text
linguistic_grammar_correction_0036,linguistic,grammar_correction,hard,llm_generated,llm_linguistic_grammar_correction_004_1771321927_var_4,surface_variation,linguistic_grammar_correction_0036,1.0,True,short_text
linguistic_grammar_correction_0038,linguistic,grammar_correction,hard,llm_generated,llm_linguistic_grammar_correction_006_1771321927_var_4,surface_variation,linguistic_grammar_correction_0038,1.0,True,short_text
linguistic_syntax_parsing_0000,linguistic,syntax_parsing,easy,llm_generated,llm_linguistic_syntax_parsing_000_1771321903_var_1,surface_variation,linguistic_syntax_parsing_0000,1.0,True,short_text
linguistic_register_formality_0024,linguistic,register_formality,easy,llm_generated,llm_linguistic_register_formality_000_1771321920_var_3,surface_variation,linguistic_register_formality_0024,1.0,True,short_text
linguistic_register_formality_0031,linguistic,register_formality,hard,llm_generated,llm_linguistic_register_formality_007_1771321920_var_3,surface_variation,linguistic_register_formality_0031,1.0,True,short_text
linguistic_syntax_parsing_0002,linguistic,syntax_parsing,hard,llm_generated,llm_linguistic_syntax_parsing_002_1771321903_var_1,surface_variation,linguistic_syntax_parsing_0002,1.0,True,short_text
linguistic_syntax_parsing_0005,linguistic,syntax_parsing,adversarial,llm_generated,llm_linguistic_syntax_parsing_005_1771321903_var_4,surface_variation,linguistic_syntax_parsing_0005,1.0,True,short_text
linguistic_syntax_parsing_0005,linguistic,syntax_parsing,adversarial,llm_generated,llm_linguistic_syntax_parsing_005_1771321903_var_2,surface_variation,linguistic_syntax_parsing_0005,1.0,True,short_text
linguistic_register_formality_0030,linguistic,register_formality,hard,llm_generated,llm_linguistic_register_formality_006_1771321920_var_2,surface_variation,linguistic_register_formality_0030,1.0,True,short_text
linguistic_morphology_0015,linguistic,morphology,hard,llm_generated,llm_linguistic_morphology_007_1771321908_var_2,surface_variation,linguistic_morphology_0015,1.0,True,short_text
linguistic_register_formality_0026,linguistic,register_formality,hard,llm_generated,llm_linguistic_register_formality_002_1771321920_var_3,surface_variation,linguistic_register_formality_0026,1.0,True,short_text
linguistic_grammar_correction_0039,linguistic,grammar_correction,hard,llm_generated,llm_linguistic_grammar_correction_007_1771321927_var_4,surface_variation,linguistic_grammar_correction_0039,1.0,True,short_text
linguistic_ambiguity_resolution_0023,linguistic,ambiguity_resolution,hard,llm_generated,llm_linguistic_ambiguity_resolution_007_1771321915_var_1,surface_variation,linguistic_ambiguity_resolution_0023,1.0,True,short_text
linguistic_ambiguity_resolution_0020,linguistic,ambiguity_resolution,hard,llm_generated,llm_linguistic_ambiguity_resolution_004_1771321915_var_2,surface_variation,linguistic_ambiguity_resolution_0020,1.0,True,short_text
linguistic_syntax_parsing_0007,linguistic,syntax_parsing,hard,llm_generated,llm_linguistic_syntax_parsing_007_1771321903_var_3,surface_variation,linguistic_syntax_parsing_0007,1.0,True,short_text
linguistic_register_formality_0025,linguistic,register_formality,hard,llm_generated,llm_linguistic_register_formality_001_1771321920_var_3,surface_variation,linguistic_register_formality_0025,1.0,True,short_text
linguistic_morphology_0013,linguistic,morphology,easy,llm_generated,llm_linguistic_morphology_005_1771321908_var_2,surface_variation,linguistic_morphology_0013,1.0,True,short_text
linguistic_register_formality_0027,linguistic,register_formality,hard,llm_generated,llm_linguistic_register_formality_003_1771321920_var_2,surface_variation,linguistic_register_formality_0027,1.0,True,short_text
linguistic_grammar_correction_0039,linguistic,grammar_correction,hard,llm_generated,llm_linguistic_grammar_correction_007_1771321927_var_2,surface_variation,linguistic_grammar_correction_0039,1.0,True,short_text
linguistic_morphology_0013,linguistic,morphology,easy,llm_generated,llm_linguistic_morphology_005_1771321908_var_3,surface_variation,linguistic_morphology_0013,1.0,True,short_text
linguistic_grammar_correction_0032,linguistic,grammar_correction,hard,llm_generated,llm_linguistic_grammar_correction_000_1771321927_var_3,surface_variation,linguistic_grammar_correction_0032,1.0,True,short_text
linguistic_syntax_parsing_0006,linguistic,syntax_parsing,hard,llm_generated,llm_linguistic_syntax_parsing_006_1771321903_var_2,surface_variation,linguistic_syntax_parsing_0006,1.0,True,short_text
linguistic_syntax_parsing_0004,linguistic,syntax_parsing,hard,llm_generated,llm_linguistic_syntax_parsing_004_1771321903_var_4,surface_variation,linguistic_syntax_parsing_0004,1.0,True,short_text
linguistic_grammar_correction_0036,linguistic,grammar_correction,hard,llm_generated,llm_linguistic_grammar_correction_004_1771321927_var_3,surface_variation,linguistic_grammar_correction_0036,1.0,True,short_text
linguistic_syntax_parsing_0002,linguistic,syntax_parsing,hard,llm_generated,llm_linguistic_syntax_parsing_002_1771321903_var_3,surface_variation,linguistic_syntax_parsing_0002,1.0,True,short_text
linguistic_ambiguity_resolution_0021,linguistic,ambiguity_resolution,hard,llm_generated,llm_linguistic_ambiguity_resolution_005_1771321915_var_3,surface_variation,linguistic_ambiguity_resolution_0021,1.0,True,short_text
linguistic_syntax_parsing_0001,linguistic,syntax_parsing,hard,llm_generated,llm_linguistic_syntax_parsing_001_1771321903_var_1,surface_variation,linguistic_syntax_parsing_0001,1.0,True,short_text
linguistic_register_formality_0024,linguistic,register_formality,easy,llm_generated,llm_linguistic_register_formality_000_1771321920_var_1,surface_variation,linguistic_register_formality_0024,1.0,True,short_text
linguistic_morphology_0008,linguistic,morphology,hard,llm_generated,llm_linguistic_morphology_000_1771321908_var_1,surface_variation,linguistic_morphology_0008,1.0,True,short_text
linguistic_ambiguity_resolution_0020,linguistic,ambiguity_resolution,hard,llm_generated,llm_linguistic_ambiguity_resolution_004_1771321915_var_3,surface_variation,linguistic_ambiguity_resolution_0020,1.0,True,short_text
linguistic_syntax_parsing_0007,linguistic,syntax_parsing,hard,llm_generated,llm_linguistic_syntax_parsing_007_1771321903_var_4,surface_variation,linguistic_syntax_parsing_0007,1.0,True,short_text
