question_id,domain,subcategory,difficulty,source_dataset,source_question_id,transformation_type,parent_question_id,cross_llm_agreement,difficulty_validated,answer_type
procedural_protocol_compliance_0018,procedural,protocol_compliance,hard,llm_generated,llm_procedural_protocol_compliance_002_1771321950_var_1,surface_variation,procedural_protocol_compliance_0018,0.6666666666666666,True,short_text
procedural_protocol_compliance_0022,procedural,protocol_compliance,hard,llm_generated,llm_procedural_protocol_compliance_006_1771321950_var_1,surface_variation,procedural_protocol_compliance_0022,0.6666666666666666,True,short_text
procedural_protocol_compliance_0017,procedural,protocol_compliance,hard,llm_generated,llm_procedural_protocol_compliance_001_1771321950_var_3,surface_variation,procedural_protocol_compliance_0017,0.6666666666666666,True,short_text
procedural_recipe_following_0011,procedural,recipe_following,hard,llm_generated,llm_procedural_recipe_following_003_1771321943_var_4,surface_variation,procedural_recipe_following_0011,0.6666666666666666,True,short_text
,social,pragmatic_inference,hard,social_iqa,train_25719_var_17,surface_variation,train_25719,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_3018_var_1,surface_variation,train_3018,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_3018_var_11,surface_variation,train_3018,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,easy,social_iqa,validation_1017_var_6,surface_variation,validation_1017,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_3018_var_16,surface_variation,train_3018,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,easy,social_iqa,train_3361_var_13,surface_variation,train_3361,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_3018_var_17,surface_variation,train_3018,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_13986_var_9,surface_variation,train_13986,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_3018_var_2,surface_variation,train_3018,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_32540_var_18,surface_variation,train_32540,1.0,True,multiple_choice
,social,pragmatic_inference,easy,social_iqa,train_3361_var_8,surface_variation,train_3361,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_13986_var_13,surface_variation,train_13986,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,validation_1017_var_19,surface_variation,validation_1017,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_25719_var_5,surface_variation,train_25719,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_25719_var_3,surface_variation,train_25719,1.0,True,multiple_choice
,social,pragmatic_inference,easy,social_iqa,train_3361_var_19,surface_variation,train_3361,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,validation_1017_var_14,surface_variation,validation_1017,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_32540_var_12,surface_variation,train_32540,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_13986_var_7,surface_variation,train_13986,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,validation_1017_var_9,surface_variation,validation_1017,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,validation_1017_var_11,surface_variation,validation_1017,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,validation_1017_var_10,surface_variation,validation_1017,1.0,True,multiple_choice
,social,pragmatic_inference,easy,social_iqa,train_24463_var_4,surface_variation,train_24463,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_25719_var_19,surface_variation,train_25719,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_3361_var_8,surface_variation,train_3361,1.0,True,multiple_choice
,social,pragmatic_inference,easy,social_iqa,train_24463_var_3,surface_variation,train_24463,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_25719_var_14,surface_variation,train_25719,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_32540_var_16,surface_variation,train_32540,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,validation_1017_var_11,surface_variation,validation_1017,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_32540_var_19,surface_variation,train_32540,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_3361_var_16,surface_variation,train_3361,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_25719_var_2,surface_variation,train_25719,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_25719_var_14,surface_variation,train_25719,1.0,True,multiple_choice
,social,pragmatic_inference,easy,social_iqa,train_3361_var_5,surface_variation,train_3361,1.0,True,multiple_choice
,social,pragmatic_inference,adversarial,social_iqa,train_24463_var_19,surface_variation,train_24463,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,easy,social_iqa,train_3361_var_11,surface_variation,train_3361,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_25719_var_16,surface_variation,train_25719,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,validation_1017_var_18,surface_variation,validation_1017,1.0,True,multiple_choice
,social,pragmatic_inference,easy,social_iqa,train_3361_var_12,surface_variation,train_3361,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,validation_1017_var_7,surface_variation,validation_1017,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_13986_var_5,surface_variation,train_13986,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_3361_var_4,surface_variation,train_3361,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_3018_var_10,surface_variation,train_3018,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_25719_var_13,surface_variation,train_25719,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,validation_1017_var_16,surface_variation,validation_1017,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,validation_1017_var_6,surface_variation,validation_1017,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_3018_var_7,surface_variation,train_3018,0.6666666666666666,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_32540_var_14,surface_variation,train_32540,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_25719_var_5,surface_variation,train_25719,1.0,True,multiple_choice
,social,pragmatic_inference,hard,social_iqa,train_25719_var_16,surface_variation,train_25719,1.0,True,multiple_choice
,spatial,2d_geometry,hard,math_dataset,train_6606_var_1,surface_variation,train_6606,0.0,True,short_text
,spatial,relative_positioning,hard,bigbench,navigate_179_var_3,surface_variation,navigate_179,0.6666666666666666,True,multiple_choice
,spatial,relative_positioning,easy,bigbench,navigate_754_var_4,surface_variation,navigate_754,0.5,True,multiple_choice
,spatial,relative_positioning,easy,bigbench,navigate_652_var_2,surface_variation,navigate_652,1.0,True,multiple_choice
,spatial,relative_positioning,hard,bigbench,navigate_681_var_1,surface_variation,navigate_681,1.0,True,multiple_choice
,spatial,2d_geometry,hard,math_dataset,train_286_var_1,surface_variation,train_286,0.0,True,short_text
,spatial,2d_geometry,hard,math_dataset,train_8685_var_3,surface_variation,train_8685,0.0,True,short_text
,spatial,relative_positioning,easy,bigbench,navigate_298_var_3,surface_variation,navigate_298,0.6666666666666666,True,multiple_choice
,spatial,2d_geometry,hard,math_dataset,train_6606_var_4,surface_variation,train_6606,0.5,True,short_text
,spatial,relative_positioning,hard,bigbench,navigate_940_var_2,surface_variation,navigate_940,0.6666666666666666,True,multiple_choice
,spatial,relative_positioning,easy,bigbench,navigate_622_var_4,surface_variation,navigate_622,1.0,True,multiple_choice
,spatial,relative_positioning,medium,bigbench,navigate_119_var_1,surface_variation,navigate_119,1.0,True,multiple_choice
,spatial,relative_positioning,easy,bigbench,navigate_715_var_1,surface_variation,navigate_715,1.0,True,multiple_choice
,spatial,2d_geometry,hard,math_dataset,train_7391_var_3,surface_variation,train_7391,0.5,True,short_text
,spatial,relative_positioning,adversarial,bigbench,navigate_298_var_1,surface_variation,navigate_298,1.0,True,multiple_choice
,spatial,2d_geometry,hard,math_dataset,train_6606_var_3,surface_variation,train_6606,0.6666666666666666,True,short_text
,spatial,2d_geometry,hard,math_dataset,train_5696_var_4,surface_variation,train_5696,0.6666666666666666,True,short_text
,spatial,relative_positioning,hard,bigbench,navigate_754_var_2,surface_variation,navigate_754,0.5,True,multiple_choice
,spatial,2d_geometry,hard,math_dataset,train_4542_var_4,surface_variation,train_4542,0.3333333333333333,True,short_text
,spatial,2d_geometry,hard,math_dataset,train_5696_var_2,surface_variation,train_5696,0.5,True,short_text
,spatial,relative_positioning,hard,bigbench,navigate_578_var_4,surface_variation,navigate_578,0.6666666666666666,True,multiple_choice
,spatial,relative_positioning,easy,bigbench,navigate_119_var_2,surface_variation,navigate_119,1.0,True,multiple_choice
,spatial,relative_positioning,easy,bigbench,navigate_655_var_4,surface_variation,navigate_655,1.0,True,multiple_choice
,spatial,2d_geometry,hard,math_dataset,train_6606_var_2,surface_variation,train_6606,1.0,True,short_text
,spatial,relative_positioning,easy,bigbench,navigate_754_var_1,surface_variation,navigate_754,0.5,True,multiple_choice
,spatial,2d_geometry,hard,math_dataset,train_7391_var_2,surface_variation,train_7391,0.0,True,short_text
,spatial,relative_positioning,hard,bigbench,navigate_822_var_3,surface_variation,navigate_822,0.5,True,multiple_choice
,spatial,relative_positioning,hard,bigbench,navigate_622_var_2,surface_variation,navigate_622,1.0,True,multiple_choice
,spatial,relative_positioning,adversarial,bigbench,navigate_119_var_4,surface_variation,navigate_119,1.0,True,multiple_choice
,spatial,relative_positioning,easy,bigbench,navigate_822_var_1,surface_variation,navigate_822,1.0,True,multiple_choice
,spatial,2d_geometry,easy,bigbench,geometric_shapes_0_var_2,surface_variation,geometric_shapes_0,1.0,True,multiple_choice
,spatial,2d_geometry,hard,math_dataset,train_8685_var_1,surface_variation,train_8685,0.5,True,short_text
,spatial,2d_geometry,hard,math_dataset,train_5696_var_3,surface_variation,train_5696,0.0,True,short_text
,spatial,2d_geometry,hard,math_dataset,train_4542_var_1,surface_variation,train_4542,0.0,True,short_text
,spatial,relative_positioning,hard,bigbench,navigate_298_var_4,surface_variation,navigate_298,0.5,True,multiple_choice
,spatial,relative_positioning,easy,bigbench,navigate_27_var_2,surface_variation,navigate_27,1.0,True,multiple_choice
,spatial,relative_positioning,hard,bigbench,navigate_0_var_2,surface_variation,navigate_0,1.0,True,multiple_choice
,spatial,2d_geometry,adversarial,bigbench,geometric_shapes_0_var_1,surface_variation,geometric_shapes_0,0.6666666666666666,True,multiple_choice
,spatial,relative_positioning,hard,bigbench,navigate_622_var_3,surface_variation,navigate_622,1.0,True,multiple_choice
,spatial,2d_geometry,hard,math_dataset,train_7391_var_4,surface_variation,train_7391,0.0,True,short_text
,spatial,2d_geometry,hard,math_dataset,train_8685_var_2,surface_variation,train_8685,0.0,True,short_text
,spatial,2d_geometry,hard,math_dataset,train_1787_var_2,surface_variation,train_1787,0.0,True,short_text
,spatial,relative_positioning,easy,bigbench,navigate_622_var_1,surface_variation,navigate_622,1.0,True,multiple_choice
,spatial,relative_positioning,hard,bigbench,navigate_0_var_4,surface_variation,navigate_0,0.6666666666666666,True,multiple_choice
,spatial,relative_positioning,easy,bigbench,navigate_754_var_3,surface_variation,navigate_754,1.0,True,multiple_choice
,spatial,relative_positioning,easy,bigbench,navigate_713_var_3,surface_variation,navigate_713,0.6666666666666666,True,multiple_choice
,spatial,relative_positioning,easy,bigbench,navigate_785_var_2,surface_variation,navigate_785,0.6666666666666666,True,multiple_choice
,spatial,relative_positioning,hard,bigbench,navigate_823_var_2,surface_variation,navigate_823,0.6666666666666666,True,multiple_choice
,spatial,relative_positioning,medium,bigbench,navigate_298_var_2,surface_variation,navigate_298,1.0,True,multiple_choice
,spatial,relative_positioning,hard,bigbench,navigate_179_var_2,surface_variation,navigate_179,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,temporal_sequences_992_var_4,surface_variation,temporal_sequences_992,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,temporal_sequences_659_var_3,surface_variation,temporal_sequences_659,1.0,True,multiple_choice
,temporal,ordering_events,adversarial,bigbench,date_understanding_52_var_1,surface_variation,date_understanding_52,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_308_var_4,surface_variation,date_understanding_308,0.6666666666666666,True,multiple_choice
,temporal,ordering_events,adversarial,bigbench,temporal_sequences_992_var_4,surface_variation,temporal_sequences_992,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_308_var_1,surface_variation,date_understanding_308,1.0,True,multiple_choice
,temporal,ordering_events,adversarial,bigbench,temporal_sequences_716_var_4,surface_variation,temporal_sequences_716,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_141_var_1,surface_variation,date_understanding_141,1.0,True,multiple_choice
,temporal,ordering_events,easy,bigbench,date_understanding_319_var_4,surface_variation,date_understanding_319,0.6666666666666666,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_134_var_2,surface_variation,date_understanding_134,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_92_var_3,surface_variation,date_understanding_92,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_134_var_2,surface_variation,date_understanding_134,1.0,True,multiple_choice
,temporal,ordering_events,adversarial,bigbench,date_understanding_358_var_4,surface_variation,date_understanding_358,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,temporal_sequences_879_var_3,surface_variation,temporal_sequences_879,1.0,True,multiple_choice
,temporal,ordering_events,adversarial,bigbench,temporal_sequences_586_var_4,surface_variation,temporal_sequences_586,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,temporal_sequences_206_var_3,surface_variation,temporal_sequences_206,1.0,True,multiple_choice
,temporal,ordering_events,easy,bigbench,temporal_sequences_879_var_4,surface_variation,temporal_sequences_879,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,temporal_sequences_206_var_4,surface_variation,temporal_sequences_206,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,temporal_sequences_682_var_4,surface_variation,temporal_sequences_682,1.0,True,multiple_choice
,temporal,ordering_events,easy,bigbench,date_understanding_319_var_1,surface_variation,date_understanding_319,1.0,True,multiple_choice
,temporal,ordering_events,adversarial,bigbench,date_understanding_315_var_3,surface_variation,date_understanding_315,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,temporal_sequences_158_var_4,surface_variation,temporal_sequences_158,1.0,True,multiple_choice
,temporal,ordering_events,easy,bigbench,date_understanding_0_var_1,surface_variation,date_understanding_0,1.0,True,multiple_choice
,temporal,ordering_events,easy,bigbench,temporal_sequences_360_var_1,surface_variation,temporal_sequences_360,1.0,True,multiple_choice
,temporal,ordering_events,easy,bigbench,date_understanding_163_var_3,surface_variation,date_understanding_163,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_134_var_1,surface_variation,date_understanding_134,1.0,True,multiple_choice
,temporal,ordering_events,adversarial,bigbench,temporal_sequences_386_var_2,surface_variation,temporal_sequences_386,1.0,True,multiple_choice
,temporal,ordering_events,easy,bigbench,temporal_sequences_6_var_4,surface_variation,temporal_sequences_6,0.6666666666666666,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_358_var_1,surface_variation,date_understanding_358,0.6666666666666666,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_134_var_4,surface_variation,date_understanding_134,1.0,True,multiple_choice
,temporal,ordering_events,adversarial,bigbench,date_understanding_237_var_3,surface_variation,date_understanding_237,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,temporal_sequences_586_var_3,surface_variation,temporal_sequences_586,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_358_var_2,surface_variation,date_understanding_358,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_92_var_4,surface_variation,date_understanding_92,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_141_var_4,surface_variation,date_understanding_141,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,temporal_sequences_377_var_3,surface_variation,temporal_sequences_377,0.6666666666666666,True,multiple_choice
,temporal,ordering_events,adversarial,bigbench,temporal_sequences_158_var_2,surface_variation,temporal_sequences_158,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_287_var_1,surface_variation,date_understanding_287,1.0,True,multiple_choice
,temporal,ordering_events,easy,bigbench,temporal_sequences_46_var_3,surface_variation,temporal_sequences_46,1.0,True,multiple_choice
,temporal,ordering_events,easy,bigbench,temporal_sequences_564_var_4,surface_variation,temporal_sequences_564,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_327_var_1,surface_variation,date_understanding_327,0.6666666666666666,True,multiple_choice
,temporal,ordering_events,easy,bigbench,temporal_sequences_207_var_3,surface_variation,temporal_sequences_207,1.0,True,multiple_choice
,temporal,ordering_events,easy,bigbench,date_understanding_315_var_4,surface_variation,date_understanding_315,1.0,True,multiple_choice
,temporal,ordering_events,easy,bigbench,date_understanding_315_var_1,surface_variation,date_understanding_315,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,temporal_sequences_132_var_3,surface_variation,temporal_sequences_132,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,date_understanding_308_var_3,surface_variation,date_understanding_308,1.0,True,multiple_choice
,temporal,ordering_events,hard,bigbench,temporal_sequences_360_var_3,surface_variation,temporal_sequences_360,0.6666666666666666,True,multiple_choice
,temporal,ordering_events,hard,bigbench,temporal_sequences_132_var_2,surface_variation,temporal_sequences_132,1.0,True,multiple_choice
,temporal,ordering_events,easy,bigbench,temporal_sequences_386_var_3,surface_variation,temporal_sequences_386,0.6666666666666666,True,multiple_choice
,temporal,ordering_events,adversarial,bigbench,date_understanding_308_var_4,surface_variation,date_understanding_308,1.0,True,multiple_choice
